min_dist	S	d3	d4	d5	ip	anchor	edits	notes
1	134	9	2	0	0	135,9,2,0,0	S-1	s11-grammar-subregion-closed
1	135	8	2	0	0	135,9,2,0,0	d3-1	s11-grammar-subregion-closed
1	137	8	1	0	0	138,8,1,0,0	S-1	s11-grammar-subregion-closed
1	138	7	1	0	0	138,8,1,0,0	d3-1	s11-grammar-subregion-closed
1	139	6	1	0	0	140,6,1,0,0	S-1	s11-grammar-subregion-closed
1	139	8	0	0	0	140,8,0,0,0	S-1	s11-grammar-subregion-closed
1	140	5	1	0	0	140,6,1,0,0	d3-1	s11-grammar-subregion-closed
1	140	7	0	0	0	140,8,0,0,0	d3-1	s11-grammar-subregion-closed
1	141	6	0	0	0	141,7,0,0,0	d3-1	s11-grammar-subregion-closed
1	142	5	0	0	0	142,6,0,0,0	d3-1	s11-grammar-subregion-closed
1	143	4	0	0	0	143,5,0,0,0	d3-1	s11-grammar-subregion-closed
1	144	3	0	0	0	145,3,0,0,0	S-1	s11-grammar-subregion-closed
1	145	2	0	0	0	145,3,0,0,0	d3-1	s11-grammar-subregion-closed
2	135	9	1	0	1	135,9,2,0,0	d4-1 ip+1	
2	135	10	1	0	0	135,9,2,0,0	d3+1 d4-1	s11-grammar-subregion-closed
2	136	9	1	0	0	135,9,2,0,0	S+1 d4-1	s11-grammar-subregion-closed
2	138	8	0	0	1	138,8,1,0,0	d4-1 ip+1	
2	138	9	0	0	0	138,8,1,0,0	d3+1 d4-1	s11-grammar-subregion-closed
2	140	6	0	0	1	140,6,1,0,0	d4-1 ip+1	
3	133	9	2	0	1	135,9,2,0,0	S-2 ip+1	
3	133	10	2	0	0	135,9,2,0,0	S-2 d3+1	s11-grammar-subregion-closed
3	134	8	2	0	1	135,9,2,0,0	S-1 d3-1 ip+1	
3	135	7	2	0	1	135,9,2,0,0	d3-2 ip+1	
3	135	9	0	1	0	135,9,2,0,0	d4-2 d5+1	s11-grammar-subregion-closed
3	136	7	2	0	0	135,9,2,0,0	S+1 d3-2	s11-grammar-subregion-closed
3	136	8	1	0	1	138,8,1,0,0	S-2 ip+1	
3	137	7	1	0	1	138,8,1,0,0	S-1 d3-1 ip+1	
3	138	6	1	0	1	138,8,1,0,0	d3-2 ip+1	
3	139	5	1	0	1	140,6,1,0,0	S-1 d3-1 ip+1	
3	139	7	0	0	1	140,8,0,0,0	S-1 d3-1 ip+1	
3	140	4	1	0	1	140,6,1,0,0	d3-2 ip+1	
3	141	4	1	0	0	140,6,1,0,0	S+1 d3-2	s11-grammar-subregion-closed
3	141	5	0	0	1	141,7,0,0,0	d3-2 ip+1	
3	142	4	0	0	1	142,6,0,0,0	d3-2 ip+1	
3	143	3	0	0	1	143,5,0,0,0	d3-2 ip+1	
3	144	2	0	0	1	145,3,0,0,0	S-1 d3-1 ip+1	
3	145	1	0	0	1	145,3,0,0,0	d3-2 ip+1	
3	146	1	0	0	0	145,3,0,0,0	S+1 d3-2	s11-grammar-subregion-closed
4	132	9	3	0	0	135,9,2,0,0	S-3 d4+1	s11-grammar-subregion-closed
4	133	8	3	0	0	135,9,2,0,0	S-2 d3-1 d4+1	s11-grammar-subregion-closed
4	133	9	1	1	0	135,9,2,0,0	S-2 d4-1 d5+1	s11-grammar-subregion-closed
4	134	7	3	0	0	135,9,2,0,0	S-1 d3-2 d4+1	s11-grammar-subregion-closed
4	134	8	1	1	0	135,9,2,0,0	S-1 d3-1 d4-1 d5+1	s11-grammar-subregion-closed
4	134	9	1	0	2	135,9,2,0,0	S-1 d4-1 ip+2	
4	134	10	1	0	1	135,9,2,0,0	S-1 d3+1 d4-1 ip+1	
4	134	11	1	0	0	135,9,2,0,0	S-1 d3+2 d4-1	s11-grammar-subregion-closed
4	135	6	3	0	0	135,9,2,0,0	d3-3 d4+1	s11-grammar-subregion-closed
4	135	7	1	1	0	135,9,2,0,0	d3-2 d4-1 d5+1	s11-grammar-subregion-closed
4	135	8	1	0	2	135,9,2,0,0	d3-1 d4-1 ip+2	
4	136	8	0	1	0	138,8,1,0,0	S-2 d4-1 d5+1	s11-grammar-subregion-closed
4	137	6	2	0	0	138,8,1,0,0	S-1 d3-2 d4+1	s11-grammar-subregion-closed
4	137	7	0	1	0	138,8,1,0,0	S-1 d3-1 d4-1 d5+1	s11-grammar-subregion-closed
4	137	8	0	0	2	138,8,1,0,0	S-1 d4-1 ip+2	
4	137	9	0	0	1	138,8,1,0,0	S-1 d3+1 d4-1 ip+1	
4	137	10	0	0	0	138,8,1,0,0	S-1 d3+2 d4-1	s11-grammar-subregion-closed
4	138	5	2	0	0	138,8,1,0,0	d3-3 d4+1	s11-grammar-subregion-closed
4	138	6	0	1	0	138,8,1,0,0	d3-2 d4-1 d5+1	s11-grammar-subregion-closed
4	138	7	0	0	2	138,8,1,0,0	d3-1 d4-1 ip+2	
4	139	4	2	0	0	140,6,1,0,0	S-1 d3-2 d4+1	s11-grammar-subregion-closed
4	139	5	0	1	0	140,6,1,0,0	S-1 d3-1 d4-1 d5+1	s11-grammar-subregion-closed
4	139	6	0	0	2	140,6,1,0,0	S-1 d4-1 ip+2	
4	140	3	2	0	0	140,6,1,0,0	d3-3 d4+1	s11-grammar-subregion-closed
4	140	4	0	1	0	140,6,1,0,0	d3-2 d4-1 d5+1	s11-grammar-subregion-closed
4	140	5	0	0	2	140,6,1,0,0	d3-1 d4-1 ip+2	
4	142	3	1	0	0	142,6,0,0,0	d3-3 d4+1	s11-grammar-subregion-closed
4	143	2	1	0	0	143,5,0,0,0	d3-3 d4+1	s11-grammar-subregion-closed
4	144	1	1	0	0	145,3,0,0,0	S-1 d3-2 d4+1	s11-grammar-subregion-closed
4	145	0	1	0	0	145,3,0,0,0	d3-3 d4+1	s11-grammar-subregion-closed
5	131	9	2	1	0	135,9,2,0,0	S-4 d5+1	s11-grammar-subregion-closed
5	132	8	2	1	0	135,9,2,0,0	S-3 d3-1 d5+1	s11-grammar-subregion-closed
5	132	9	2	0	2	135,9,2,0,0	S-3 ip+2	
5	132	10	2	0	1	135,9,2,0,0	S-3 d3+1 ip+1	
5	132	11	2	0	0	135,9,2,0,0	S-3 d3+2	s11-grammar-subregion-closed
5	133	7	2	1	0	135,9,2,0,0	S-2 d3-2 d5+1	s11-grammar-subregion-closed
5	133	8	2	0	2	135,9,2,0,0	S-2 d3-1 ip+2	
5	134	6	2	1	0	135,9,2,0,0	S-1 d3-3 d5+1	s11-grammar-subregion-closed
5	134	7	2	0	2	135,9,2,0,0	S-1 d3-2 ip+2	
5	134	9	0	1	1	135,9,2,0,0	S-1 d4-2 d5+1 ip+1	
5	134	10	0	1	0	135,9,2,0,0	S-1 d3+1 d4-2 d5+1	s11-grammar-subregion-closed
5	135	5	2	1	0	135,9,2,0,0	d3-4 d5+1	s11-grammar-subregion-closed
5	135	6	2	0	2	135,9,2,0,0	d3-3 ip+2	
5	135	8	0	1	1	135,9,2,0,0	d3-1 d4-2 d5+1 ip+1	
5	135	9	0	0	3	135,9,2,0,0	d4-2 ip+3	
5	135	10	0	0	2	135,9,2,0,0	d3+1 d4-2 ip+2	
5	135	11	0	0	1	135,9,2,0,0	d3+2 d4-2 ip+1	
5	135	12	0	0	0	135,9,2,0,0	d3+3 d4-2	s11-grammar-subregion-closed
5	136	6	1	1	0	138,8,1,0,0	S-2 d3-2 d5+1	s11-grammar-subregion-closed
5	136	6	2	0	1	135,9,2,0,0	S+1 d3-3 ip+1	
5	136	7	1	0	2	138,8,1,0,0	S-2 d3-1 ip+2	
5	136	9	0	0	2	135,9,2,0,0	S+1 d4-2 ip+2	
5	136	10	0	0	1	135,9,2,0,0	S+1 d3+1 d4-2 ip+1	
5	136	11	0	0	0	135,9,2,0,0	S+1 d3+2 d4-2	s11-grammar-subregion-closed
5	137	5	1	1	0	138,8,1,0,0	S-1 d3-3 d5+1	s11-grammar-subregion-closed
5	137	6	1	0	2	138,8,1,0,0	S-1 d3-2 ip+2	
5	138	4	1	1	0	138,8,1,0,0	d3-4 d5+1	s11-grammar-subregion-closed
5	138	5	1	0	2	138,8,1,0,0	d3-3 ip+2	
5	139	3	1	1	0	140,6,1,0,0	S-1 d3-3 d5+1	s11-grammar-subregion-closed
5	139	4	1	0	2	140,6,1,0,0	S-1 d3-2 ip+2	
5	140	2	1	1	0	140,6,1,0,0	d3-4 d5+1	s11-grammar-subregion-closed
5	140	3	1	0	2	140,6,1,0,0	d3-3 ip+2	
5	141	3	0	1	0	141,7,0,0,0	d3-4 d5+1	s11-grammar-subregion-closed
5	141	3	1	0	1	140,6,1,0,0	S+1 d3-3 ip+1	
5	141	4	0	0	2	141,7,0,0,0	d3-3 ip+2	
5	142	2	0	1	0	142,6,0,0,0	d3-4 d5+1	s11-grammar-subregion-closed
5	142	3	0	0	2	142,6,0,0,0	d3-3 ip+2	
5	143	1	0	1	0	143,5,0,0,0	d3-4 d5+1	s11-grammar-subregion-closed
5	143	2	0	0	2	143,5,0,0,0	d3-3 ip+2	
5	144	0	0	1	0	145,3,0,0,0	S-1 d3-3 d5+1	s11-grammar-subregion-closed
5	144	1	0	0	2	145,3,0,0,0	S-1 d3-2 ip+2	
5	145	0	0	0	2	145,3,0,0,0	d3-3 ip+2	
5	146	0	0	0	1	145,3,0,0,0	S+1 d3-3 ip+1	
5	147	0	0	0	0	145,3,0,0,0	S+2 d3-3	s11-grammar-subregion-closed
6	131	9	3	0	1	135,9,2,0,0	S-4 d4+1 ip+1	
6	131	10	3	0	0	135,9,2,0,0	S-4 d3+1 d4+1	s11-grammar-subregion-closed
6	132	8	3	0	1	135,9,2,0,0	S-3 d3-1 d4+1 ip+1	
6	132	9	1	1	1	135,9,2,0,0	S-3 d4-1 d5+1 ip+1	
6	132	10	1	1	0	135,9,2,0,0	S-3 d3+1 d4-1 d5+1	s11-grammar-subregion-closed
6	133	7	3	0	1	135,9,2,0,0	S-2 d3-2 d4+1 ip+1	
6	133	8	1	1	1	135,9,2,0,0	S-2 d3-1 d4-1 d5+1 ip+1	
6	133	9	1	0	3	135,9,2,0,0	S-2 d4-1 ip+3	
6	133	10	1	0	2	135,9,2,0,0	S-2 d3+1 d4-1 ip+2	
6	133	11	1	0	1	135,9,2,0,0	S-2 d3+2 d4-1 ip+1	
6	133	12	1	0	0	135,9,2,0,0	S-2 d3+3 d4-1	s11-grammar-subregion-closed
6	134	6	3	0	1	135,9,2,0,0	S-1 d3-3 d4+1 ip+1	
6	134	7	1	1	1	135,9,2,0,0	S-1 d3-2 d4-1 d5+1 ip+1	
6	134	8	1	0	3	135,9,2,0,0	S-1 d3-1 d4-1 ip+3	
6	135	5	3	0	1	135,9,2,0,0	d3-4 d4+1 ip+1	
6	135	6	1	1	1	135,9,2,0,0	d3-3 d4-1 d5+1 ip+1	
6	135	7	1	0	3	135,9,2,0,0	d3-2 d4-1 ip+3	
6	136	5	3	0	0	135,9,2,0,0	S+1 d3-4 d4+1	s11-grammar-subregion-closed
6	136	7	0	1	1	138,8,1,0,0	S-2 d3-1 d4-1 d5+1 ip+1	
6	136	8	0	0	3	138,8,1,0,0	S-2 d4-1 ip+3	
6	137	5	2	0	1	138,8,1,0,0	S-1 d3-3 d4+1 ip+1	
6	137	6	0	1	1	138,8,1,0,0	S-1 d3-2 d4-1 d5+1 ip+1	
6	137	7	0	0	3	138,8,1,0,0	S-1 d3-1 d4-1 ip+3	
6	138	4	2	0	1	138,8,1,0,0	d3-4 d4+1 ip+1	
6	138	5	0	1	1	138,8,1,0,0	d3-3 d4-1 d5+1 ip+1	
6	138	6	0	0	3	138,8,1,0,0	d3-2 d4-1 ip+3	
6	139	3	2	0	1	140,6,1,0,0	S-1 d3-3 d4+1 ip+1	
6	139	4	0	1	1	140,6,1,0,0	S-1 d3-2 d4-1 d5+1 ip+1	
6	139	5	0	0	3	140,6,1,0,0	S-1 d3-1 d4-1 ip+3	
6	140	2	2	0	1	140,6,1,0,0	d3-4 d4+1 ip+1	
6	140	3	0	1	1	140,6,1,0,0	d3-3 d4-1 d5+1 ip+1	
6	140	4	0	0	3	140,6,1,0,0	d3-2 d4-1 ip+3	
6	141	2	2	0	0	140,6,1,0,0	S+1 d3-4 d4+1	s11-grammar-subregion-closed
6	142	2	1	0	1	142,6,0,0,0	d3-4 d4+1 ip+1	
6	143	1	1	0	1	143,5,0,0,0	d3-4 d4+1 ip+1	
6	144	0	1	0	1	145,3,0,0,0	S-1 d3-3 d4+1 ip+1	
7	130	9	2	1	1	135,9,2,0,0	S-5 d5+1 ip+1	
7	130	9	4	0	0	135,9,2,0,0	S-5 d4+2	s11-grammar-subregion-closed
7	130	10	2	1	0	135,9,2,0,0	S-5 d3+1 d5+1	s11-grammar-subregion-closed
7	131	8	2	1	1	135,9,2,0,0	S-4 d3-1 d5+1 ip+1	
7	131	8	4	0	0	135,9,2,0,0	S-4 d3-1 d4+2	s11-grammar-subregion-closed
7	131	9	2	0	3	135,9,2,0,0	S-4 ip+3	
7	131	10	2	0	2	135,9,2,0,0	S-4 d3+1 ip+2	
7	131	11	2	0	1	135,9,2,0,0	S-4 d3+2 ip+1	
7	131	12	2	0	0	135,9,2,0,0	S-4 d3+3	s11-grammar-subregion-closed
7	132	7	2	1	1	135,9,2,0,0	S-3 d3-2 d5+1 ip+1	
7	132	7	4	0	0	135,9,2,0,0	S-3 d3-2 d4+2	s11-grammar-subregion-closed
7	132	8	2	0	3	135,9,2,0,0	S-3 d3-1 ip+3	
7	132	9	0	2	0	135,9,2,0,0	S-3 d4-2 d5+2	s11-grammar-subregion-closed
7	133	6	2	1	1	135,9,2,0,0	S-2 d3-3 d5+1 ip+1	
7	133	6	4	0	0	135,9,2,0,0	S-2 d3-3 d4+2	s11-grammar-subregion-closed
7	133	7	2	0	3	135,9,2,0,0	S-2 d3-2 ip+3	
7	133	8	0	2	0	135,9,2,0,0	S-2 d3-1 d4-2 d5+2	s11-grammar-subregion-closed
7	133	9	0	1	2	135,9,2,0,0	S-2 d4-2 d5+1 ip+2	
7	133	10	0	1	1	135,9,2,0,0	S-2 d3+1 d4-2 d5+1 ip+1	
7	133	11	0	1	0	135,9,2,0,0	S-2 d3+2 d4-2 d5+1	s11-grammar-subregion-closed
7	134	5	2	1	1	135,9,2,0,0	S-1 d3-4 d5+1 ip+1	
7	134	5	4	0	0	135,9,2,0,0	S-1 d3-4 d4+2	s11-grammar-subregion-closed
7	134	6	2	0	3	135,9,2,0,0	S-1 d3-3 ip+3	
7	134	7	0	2	0	135,9,2,0,0	S-1 d3-2 d4-2 d5+2	s11-grammar-subregion-closed
7	134	8	0	1	2	135,9,2,0,0	S-1 d3-1 d4-2 d5+1 ip+2	
7	134	9	0	0	4	135,9,2,0,0	S-1 d4-2 ip+4	
7	134	10	0	0	3	135,9,2,0,0	S-1 d3+1 d4-2 ip+3	
7	134	11	0	0	2	135,9,2,0,0	S-1 d3+2 d4-2 ip+2	
7	134	12	0	0	1	135,9,2,0,0	S-1 d3+3 d4-2 ip+1	
7	134	13	0	0	0	135,9,2,0,0	S-1 d3+4 d4-2	s11-grammar-subregion-closed
7	135	4	2	1	1	135,9,2,0,0	d3-5 d5+1 ip+1	
7	135	4	4	0	0	135,9,2,0,0	d3-5 d4+2	s11-grammar-subregion-closed
7	135	5	2	0	3	135,9,2,0,0	d3-4 ip+3	
7	135	6	0	2	0	135,9,2,0,0	d3-3 d4-2 d5+2	s11-grammar-subregion-closed
7	135	7	0	1	2	135,9,2,0,0	d3-2 d4-2 d5+1 ip+2	
7	135	8	0	0	4	135,9,2,0,0	d3-1 d4-2 ip+4	
7	136	4	2	1	0	135,9,2,0,0	S+1 d3-5 d5+1	s11-grammar-subregion-closed
7	136	5	1	1	1	138,8,1,0,0	S-2 d3-3 d5+1 ip+1	
7	136	5	2	0	2	135,9,2,0,0	S+1 d3-4 ip+2	
7	136	6	1	0	3	138,8,1,0,0	S-2 d3-2 ip+3	
7	137	4	1	1	1	138,8,1,0,0	S-1 d3-4 d5+1 ip+1	
7	137	4	3	0	0	138,8,1,0,0	S-1 d3-4 d4+2	s11-grammar-subregion-closed
7	137	5	1	0	3	138,8,1,0,0	S-1 d3-3 ip+3	
7	138	3	1	1	1	138,8,1,0,0	d3-5 d5+1 ip+1	
7	138	3	3	0	0	138,8,1,0,0	d3-5 d4+2	s11-grammar-subregion-closed
7	138	4	1	0	3	138,8,1,0,0	d3-4 ip+3	
7	139	2	1	1	1	140,6,1,0,0	S-1 d3-4 d5+1 ip+1	
7	139	2	3	0	0	140,6,1,0,0	S-1 d3-4 d4+2	s11-grammar-subregion-closed
7	139	3	1	0	3	140,6,1,0,0	S-1 d3-3 ip+3	
7	140	1	1	1	1	140,6,1,0,0	d3-5 d5+1 ip+1	
7	140	1	3	0	0	140,6,1,0,0	d3-5 d4+2	s11-grammar-subregion-closed
7	140	2	1	0	3	140,6,1,0,0	d3-4 ip+3	
7	141	1	1	1	0	140,6,1,0,0	S+1 d3-5 d5+1	s11-grammar-subregion-closed
7	141	2	0	1	1	141,7,0,0,0	d3-5 d5+1 ip+1	
7	141	2	1	0	2	140,6,1,0,0	S+1 d3-4 ip+2	
7	141	3	0	0	3	141,7,0,0,0	d3-4 ip+3	
7	142	1	0	1	1	142,6,0,0,0	d3-5 d5+1 ip+1	
7	142	1	2	0	0	142,6,0,0,0	d3-5 d4+2	s11-grammar-subregion-closed
7	142	2	0	0	3	142,6,0,0,0	d3-4 ip+3	
7	143	0	0	1	1	143,5,0,0,0	d3-5 d5+1 ip+1	
7	143	0	2	0	0	143,5,0,0,0	d3-5 d4+2	s11-grammar-subregion-closed
7	143	1	0	0	3	143,5,0,0,0	d3-4 ip+3	
7	144	0	0	0	3	145,3,0,0,0	S-1 d3-3 ip+3	
8	129	9	3	1	0	135,9,2,0,0	S-6 d4+1 d5+1	s11-grammar-subregion-closed
8	130	8	3	1	0	135,9,2,0,0	S-5 d3-1 d4+1 d5+1	s11-grammar-subregion-closed
8	130	9	1	2	0	135,9,2,0,0	S-5 d4-1 d5+2	s11-grammar-subregion-closed
8	130	9	3	0	2	135,9,2,0,0	S-5 d4+1 ip+2	
8	130	10	3	0	1	135,9,2,0,0	S-5 d3+1 d4+1 ip+1	
8	130	11	3	0	0	135,9,2,0,0	S-5 d3+2 d4+1	s11-grammar-subregion-closed
8	131	7	3	1	0	135,9,2,0,0	S-4 d3-2 d4+1 d5+1	s11-grammar-subregion-closed
8	131	8	1	2	0	135,9,2,0,0	S-4 d3-1 d4-1 d5+2	s11-grammar-subregion-closed
8	131	8	3	0	2	135,9,2,0,0	S-4 d3-1 d4+1 ip+2	
8	131	9	1	1	2	135,9,2,0,0	S-4 d4-1 d5+1 ip+2	
8	131	10	1	1	1	135,9,2,0,0	S-4 d3+1 d4-1 d5+1 ip+1	
8	131	11	1	1	0	135,9,2,0,0	S-4 d3+2 d4-1 d5+1	s11-grammar-subregion-closed
8	132	6	3	1	0	135,9,2,0,0	S-3 d3-3 d4+1 d5+1	s11-grammar-subregion-closed
8	132	7	1	2	0	135,9,2,0,0	S-3 d3-2 d4-1 d5+2	s11-grammar-subregion-closed
8	132	7	3	0	2	135,9,2,0,0	S-3 d3-2 d4+1 ip+2	
8	132	8	1	1	2	135,9,2,0,0	S-3 d3-1 d4-1 d5+1 ip+2	
8	132	9	1	0	4	135,9,2,0,0	S-3 d4-1 ip+4	
8	132	10	1	0	3	135,9,2,0,0	S-3 d3+1 d4-1 ip+3	
8	132	11	1	0	2	135,9,2,0,0	S-3 d3+2 d4-1 ip+2	
8	132	12	1	0	1	135,9,2,0,0	S-3 d3+3 d4-1 ip+1	
8	132	13	1	0	0	135,9,2,0,0	S-3 d3+4 d4-1	s11-grammar-subregion-closed
8	133	5	3	1	0	135,9,2,0,0	S-2 d3-4 d4+1 d5+1	s11-grammar-subregion-closed
8	133	6	1	2	0	135,9,2,0,0	S-2 d3-3 d4-1 d5+2	s11-grammar-subregion-closed
8	133	6	3	0	2	135,9,2,0,0	S-2 d3-3 d4+1 ip+2	
8	133	7	1	1	2	135,9,2,0,0	S-2 d3-2 d4-1 d5+1 ip+2	
8	133	8	1	0	4	135,9,2,0,0	S-2 d3-1 d4-1 ip+4	
8	134	4	3	1	0	135,9,2,0,0	S-1 d3-5 d4+1 d5+1	s11-grammar-subregion-closed
8	134	5	1	2	0	135,9,2,0,0	S-1 d3-4 d4-1 d5+2	s11-grammar-subregion-closed
8	134	5	3	0	2	135,9,2,0,0	S-1 d3-4 d4+1 ip+2	
8	134	6	1	1	2	135,9,2,0,0	S-1 d3-3 d4-1 d5+1 ip+2	
8	134	7	1	0	4	135,9,2,0,0	S-1 d3-2 d4-1 ip+4	
8	135	3	3	1	0	135,9,2,0,0	d3-6 d4+1 d5+1	s11-grammar-subregion-closed
8	135	4	1	2	0	135,9,2,0,0	d3-5 d4-1 d5+2	s11-grammar-subregion-closed
8	135	4	3	0	2	135,9,2,0,0	d3-5 d4+1 ip+2	
8	135	5	1	1	2	135,9,2,0,0	d3-4 d4-1 d5+1 ip+2	
8	135	6	1	0	4	135,9,2,0,0	d3-3 d4-1 ip+4	
8	136	4	3	0	1	135,9,2,0,0	S+1 d3-5 d4+1 ip+1	
8	136	5	0	2	0	138,8,1,0,0	S-2 d3-3 d4-1 d5+2	s11-grammar-subregion-closed
8	136	6	0	1	2	138,8,1,0,0	S-2 d3-2 d4-1 d5+1 ip+2	
8	136	7	0	0	4	138,8,1,0,0	S-2 d3-1 d4-1 ip+4	
8	137	3	2	1	0	138,8,1,0,0	S-1 d3-5 d4+1 d5+1	s11-grammar-subregion-closed
8	137	4	0	2	0	138,8,1,0,0	S-1 d3-4 d4-1 d5+2	s11-grammar-subregion-closed
8	137	4	2	0	2	138,8,1,0,0	S-1 d3-4 d4+1 ip+2	
8	137	5	0	1	2	138,8,1,0,0	S-1 d3-3 d4-1 d5+1 ip+2	
8	137	6	0	0	4	138,8,1,0,0	S-1 d3-2 d4-1 ip+4	
8	138	2	2	1	0	138,8,1,0,0	d3-6 d4+1 d5+1	s11-grammar-subregion-closed
8	138	3	0	2	0	138,8,1,0,0	d3-5 d4-1 d5+2	s11-grammar-subregion-closed
8	138	3	2	0	2	138,8,1,0,0	d3-5 d4+1 ip+2	
8	138	4	0	1	2	138,8,1,0,0	d3-4 d4-1 d5+1 ip+2	
8	138	5	0	0	4	138,8,1,0,0	d3-3 d4-1 ip+4	
8	139	1	2	1	0	140,6,1,0,0	S-1 d3-5 d4+1 d5+1	s11-grammar-subregion-closed
8	139	2	0	2	0	140,6,1,0,0	S-1 d3-4 d4-1 d5+2	s11-grammar-subregion-closed
8	139	2	2	0	2	140,6,1,0,0	S-1 d3-4 d4+1 ip+2	
8	139	3	0	1	2	140,6,1,0,0	S-1 d3-3 d4-1 d5+1 ip+2	
8	139	4	0	0	4	140,6,1,0,0	S-1 d3-2 d4-1 ip+4	
8	140	0	2	1	0	140,6,1,0,0	d3-6 d4+1 d5+1	s11-grammar-subregion-closed
8	140	1	0	2	0	140,6,1,0,0	d3-5 d4-1 d5+2	s11-grammar-subregion-closed
8	140	1	2	0	2	140,6,1,0,0	d3-5 d4+1 ip+2	
8	140	2	0	1	2	140,6,1,0,0	d3-4 d4-1 d5+1 ip+2	
8	140	3	0	0	4	140,6,1,0,0	d3-3 d4-1 ip+4	
8	141	1	2	0	1	140,6,1,0,0	S+1 d3-5 d4+1 ip+1	
8	142	0	1	1	0	142,6,0,0,0	d3-6 d4+1 d5+1	s11-grammar-subregion-closed
8	142	1	1	0	2	142,6,0,0,0	d3-5 d4+1 ip+2	
8	143	0	1	0	2	143,5,0,0,0	d3-5 d4+1 ip+2	
9	128	9	2	2	0	135,9,2,0,0	S-7 d5+2	s11-grammar-subregion-closed
9	129	8	2	2	0	135,9,2,0,0	S-6 d3-1 d5+2	s11-grammar-subregion-closed
9	129	9	2	1	2	135,9,2,0,0	S-6 d5+1 ip+2	
9	129	9	4	0	1	135,9,2,0,0	S-6 d4+2 ip+1	
9	129	10	2	1	1	135,9,2,0,0	S-6 d3+1 d5+1 ip+1	
9	129	10	4	0	0	135,9,2,0,0	S-6 d3+1 d4+2	s11-grammar-subregion-closed
9	129	11	2	1	0	135,9,2,0,0	S-6 d3+2 d5+1	s11-grammar-subregion-closed
9	130	7	2	2	0	135,9,2,0,0	S-5 d3-2 d5+2	s11-grammar-subregion-closed
9	130	8	2	1	2	135,9,2,0,0	S-5 d3-1 d5+1 ip+2	
9	130	8	4	0	1	135,9,2,0,0	S-5 d3-1 d4+2 ip+1	
9	130	9	2	0	4	135,9,2,0,0	S-5 ip+4	
9	130	10	2	0	3	135,9,2,0,0	S-5 d3+1 ip+3	
9	130	11	2	0	2	135,9,2,0,0	S-5 d3+2 ip+2	
9	130	12	2	0	1	135,9,2,0,0	S-5 d3+3 ip+1	
9	130	13	2	0	0	135,9,2,0,0	S-5 d3+4	s11-grammar-subregion-closed
9	131	6	2	2	0	135,9,2,0,0	S-4 d3-3 d5+2	s11-grammar-subregion-closed
9	131	7	2	1	2	135,9,2,0,0	S-4 d3-2 d5+1 ip+2	
9	131	7	4	0	1	135,9,2,0,0	S-4 d3-2 d4+2 ip+1	
9	131	8	2	0	4	135,9,2,0,0	S-4 d3-1 ip+4	
9	131	9	0	2	1	135,9,2,0,0	S-4 d4-2 d5+2 ip+1	
9	131	10	0	2	0	135,9,2,0,0	S-4 d3+1 d4-2 d5+2	s11-grammar-subregion-closed
9	132	5	2	2	0	135,9,2,0,0	S-3 d3-4 d5+2	s11-grammar-subregion-closed
9	132	6	2	1	2	135,9,2,0,0	S-3 d3-3 d5+1 ip+2	
9	132	6	4	0	1	135,9,2,0,0	S-3 d3-3 d4+2 ip+1	
9	132	7	2	0	4	135,9,2,0,0	S-3 d3-2 ip+4	
9	132	8	0	2	1	135,9,2,0,0	S-3 d3-1 d4-2 d5+2 ip+1	
9	132	9	0	1	3	135,9,2,0,0	S-3 d4-2 d5+1 ip+3	
9	132	10	0	1	2	135,9,2,0,0	S-3 d3+1 d4-2 d5+1 ip+2	
9	132	11	0	1	1	135,9,2,0,0	S-3 d3+2 d4-2 d5+1 ip+1	
9	132	12	0	1	0	135,9,2,0,0	S-3 d3+3 d4-2 d5+1	s11-grammar-subregion-closed
9	133	4	2	2	0	135,9,2,0,0	S-2 d3-5 d5+2	s11-grammar-subregion-closed
9	133	5	2	1	2	135,9,2,0,0	S-2 d3-4 d5+1 ip+2	
9	133	5	4	0	1	135,9,2,0,0	S-2 d3-4 d4+2 ip+1	
9	133	6	2	0	4	135,9,2,0,0	S-2 d3-3 ip+4	
9	133	7	0	2	1	135,9,2,0,0	S-2 d3-2 d4-2 d5+2 ip+1	
9	133	8	0	1	3	135,9,2,0,0	S-2 d3-1 d4-2 d5+1 ip+3	
9	133	9	0	0	5	135,9,2,0,0	S-2 d4-2 ip+5	
9	133	10	0	0	4	135,9,2,0,0	S-2 d3+1 d4-2 ip+4	
9	133	11	0	0	3	135,9,2,0,0	S-2 d3+2 d4-2 ip+3	
9	133	12	0	0	2	135,9,2,0,0	S-2 d3+3 d4-2 ip+2	
9	133	13	0	0	1	135,9,2,0,0	S-2 d3+4 d4-2 ip+1	
9	133	14	0	0	0	135,9,2,0,0	S-2 d3+5 d4-2	s11-grammar-subregion-closed
9	134	3	2	2	0	135,9,2,0,0	S-1 d3-6 d5+2	s11-grammar-subregion-closed
9	134	4	2	1	2	135,9,2,0,0	S-1 d3-5 d5+1 ip+2	
9	134	4	4	0	1	135,9,2,0,0	S-1 d3-5 d4+2 ip+1	
9	134	5	2	0	4	135,9,2,0,0	S-1 d3-4 ip+4	
9	134	6	0	2	1	135,9,2,0,0	S-1 d3-3 d4-2 d5+2 ip+1	
9	134	7	0	1	3	135,9,2,0,0	S-1 d3-2 d4-2 d5+1 ip+3	
