min_dist	S	d3	d4	d5	ip	anchor	edits	notes
17	125	9	2	1	6	135,9,2,0,0	S-10 d5+1 ip+6	
17	125	9	4	0	5	135,9,2,0,0	S-10 d4+2 ip+5	
17	125	10	0	4	0	135,9,2,0,0	S-10 d3+1 d4-2 d5+4	s11-grammar-subregion-closed
17	125	10	2	1	5	135,9,2,0,0	S-10 d3+1 d5+1 ip+5	
17	125	10	4	0	4	135,9,2,0,0	S-10 d3+1 d4+2 ip+4	
17	125	11	2	1	4	135,9,2,0,0	S-10 d3+2 d5+1 ip+4	
17	125	11	4	0	3	135,9,2,0,0	S-10 d3+2 d4+2 ip+3	
17	125	12	2	1	3	135,9,2,0,0	S-10 d3+3 d5+1 ip+3	
17	125	12	4	0	2	135,9,2,0,0	S-10 d3+3 d4+2 ip+2	
17	125	13	2	1	2	135,9,2,0,0	S-10 d3+4 d5+1 ip+2	
17	125	13	4	0	1	135,9,2,0,0	S-10 d3+4 d4+2 ip+1	
17	125	14	2	1	1	135,9,2,0,0	S-10 d3+5 d5+1 ip+1	
17	125	14	4	0	0	135,9,2,0,0	S-10 d3+5 d4+2	s11-grammar-subregion-closed
17	125	15	2	1	0	135,9,2,0,0	S-10 d3+6 d5+1	s11-grammar-subregion-closed
17	126	5	2	4	0	135,9,2,0,0	S-9 d3-4 d5+4	s11-grammar-subregion-closed
17	126	6	2	3	2	135,9,2,0,0	S-9 d3-3 d5+3 ip+2	
17	126	6	4	2	1	135,9,2,0,0	S-9 d3-3 d4+2 d5+2 ip+1	
17	126	6	6	1	0	135,9,2,0,0	S-9 d3-3 d4+4 d5+1	s11-grammar-subregion-closed
17	126	7	2	2	4	135,9,2,0,0	S-9 d3-2 d5+2 ip+4	
17	126	7	4	1	3	135,9,2,0,0	S-9 d3-2 d4+2 d5+1 ip+3	
17	126	7	6	0	2	135,9,2,0,0	S-9 d3-2 d4+4 ip+2	
17	126	8	0	4	1	135,9,2,0,0	S-9 d3-1 d4-2 d5+4 ip+1	
17	126	8	2	1	6	135,9,2,0,0	S-9 d3-1 d5+1 ip+6	
17	126	8	4	0	5	135,9,2,0,0	S-9 d3-1 d4+2 ip+5	
17	126	9	0	3	3	135,9,2,0,0	S-9 d4-2 d5+3 ip+3	
17	126	9	2	0	8	135,9,2,0,0	S-9 ip+8	
17	126	10	0	3	2	135,9,2,0,0	S-9 d3+1 d4-2 d5+3 ip+2	
17	126	10	2	0	7	135,9,2,0,0	S-9 d3+1 ip+7	
17	126	11	0	3	1	135,9,2,0,0	S-9 d3+2 d4-2 d5+3 ip+1	
17	126	11	2	0	6	135,9,2,0,0	S-9 d3+2 ip+6	
17	126	12	0	3	0	135,9,2,0,0	S-9 d3+3 d4-2 d5+3	s11-grammar-subregion-closed
17	126	12	2	0	5	135,9,2,0,0	S-9 d3+3 ip+5	
17	126	13	2	0	4	135,9,2,0,0	S-9 d3+4 ip+4	
17	126	14	2	0	3	135,9,2,0,0	S-9 d3+5 ip+3	
17	126	15	2	0	2	135,9,2,0,0	S-9 d3+6 ip+2	
17	126	16	2	0	1	135,9,2,0,0	S-9 d3+7 ip+1	
17	126	17	2	0	0	135,9,2,0,0	S-9 d3+8	s11-grammar-subregion-closed
17	127	4	2	4	0	135,9,2,0,0	S-8 d3-5 d5+4	s11-grammar-subregion-closed
17	127	5	2	3	2	135,9,2,0,0	S-8 d3-4 d5+3 ip+2	
17	127	5	4	2	1	135,9,2,0,0	S-8 d3-4 d4+2 d5+2 ip+1	
17	127	5	6	1	0	135,9,2,0,0	S-8 d3-4 d4+4 d5+1	s11-grammar-subregion-closed
17	127	6	2	2	4	135,9,2,0,0	S-8 d3-3 d5+2 ip+4	
17	127	6	4	1	3	135,9,2,0,0	S-8 d3-3 d4+2 d5+1 ip+3	
17	127	6	6	0	2	135,9,2,0,0	S-8 d3-3 d4+4 ip+2	
17	127	7	0	4	1	135,9,2,0,0	S-8 d3-2 d4-2 d5+4 ip+1	
17	127	7	2	1	6	135,9,2,0,0	S-8 d3-2 d5+1 ip+6	
17	127	7	4	0	5	135,9,2,0,0	S-8 d3-2 d4+2 ip+5	
17	127	8	0	3	3	135,9,2,0,0	S-8 d3-1 d4-2 d5+3 ip+3	
17	127	8	2	0	8	135,9,2,0,0	S-8 d3-1 ip+8	
17	127	9	0	2	5	135,9,2,0,0	S-8 d4-2 d5+2 ip+5	
17	127	10	0	2	4	135,9,2,0,0	S-8 d3+1 d4-2 d5+2 ip+4	
17	127	11	0	2	3	135,9,2,0,0	S-8 d3+2 d4-2 d5+2 ip+3	
17	127	12	0	2	2	135,9,2,0,0	S-8 d3+3 d4-2 d5+2 ip+2	
17	127	13	0	2	1	135,9,2,0,0	S-8 d3+4 d4-2 d5+2 ip+1	
17	127	14	0	2	0	135,9,2,0,0	S-8 d3+5 d4-2 d5+2	s11-grammar-subregion-closed
17	128	3	2	4	0	135,9,2,0,0	S-7 d3-6 d5+4	s11-grammar-subregion-closed
17	128	4	2	3	2	135,9,2,0,0	S-7 d3-5 d5+3 ip+2	
17	128	4	4	2	1	135,9,2,0,0	S-7 d3-5 d4+2 d5+2 ip+1	
17	128	4	6	1	0	135,9,2,0,0	S-7 d3-5 d4+4 d5+1	s11-grammar-subregion-closed
17	128	5	2	2	4	135,9,2,0,0	S-7 d3-4 d5+2 ip+4	
17	128	5	4	1	3	135,9,2,0,0	S-7 d3-4 d4+2 d5+1 ip+3	
17	128	5	6	0	2	135,9,2,0,0	S-7 d3-4 d4+4 ip+2	
17	128	6	0	4	1	135,9,2,0,0	S-7 d3-3 d4-2 d5+4 ip+1	
17	128	6	2	1	6	135,9,2,0,0	S-7 d3-3 d5+1 ip+6	
17	128	6	4	0	5	135,9,2,0,0	S-7 d3-3 d4+2 ip+5	
17	128	7	0	3	3	135,9,2,0,0	S-7 d3-2 d4-2 d5+3 ip+3	
17	128	7	2	0	8	135,9,2,0,0	S-7 d3-2 ip+8	
17	128	8	0	2	5	135,9,2,0,0	S-7 d3-1 d4-2 d5+2 ip+5	
17	128	9	0	1	7	135,9,2,0,0	S-7 d4-2 d5+1 ip+7	
17	128	10	0	1	6	135,9,2,0,0	S-7 d3+1 d4-2 d5+1 ip+6	
17	128	11	0	1	5	135,9,2,0,0	S-7 d3+2 d4-2 d5+1 ip+5	
17	128	12	0	1	4	135,9,2,0,0	S-7 d3+3 d4-2 d5+1 ip+4	
17	128	13	0	1	3	135,9,2,0,0	S-7 d3+4 d4-2 d5+1 ip+3	
17	128	14	0	1	2	135,9,2,0,0	S-7 d3+5 d4-2 d5+1 ip+2	
17	128	15	0	1	1	135,9,2,0,0	S-7 d3+6 d4-2 d5+1 ip+1	
17	128	16	0	1	0	135,9,2,0,0	S-7 d3+7 d4-2 d5+1	s11-grammar-subregion-closed
17	129	2	2	4	0	135,9,2,0,0	S-6 d3-7 d5+4	s11-grammar-subregion-closed
17	129	3	2	3	2	135,9,2,0,0	S-6 d3-6 d5+3 ip+2	
17	129	3	4	2	1	135,9,2,0,0	S-6 d3-6 d4+2 d5+2 ip+1	
17	129	3	6	1	0	135,9,2,0,0	S-6 d3-6 d4+4 d5+1	s11-grammar-subregion-closed
17	129	4	2	2	4	135,9,2,0,0	S-6 d3-5 d5+2 ip+4	
17	129	4	4	1	3	135,9,2,0,0	S-6 d3-5 d4+2 d5+1 ip+3	
17	129	4	6	0	2	135,9,2,0,0	S-6 d3-5 d4+4 ip+2	
17	129	5	0	4	1	135,9,2,0,0	S-6 d3-4 d4-2 d5+4 ip+1	
17	129	5	2	1	6	135,9,2,0,0	S-6 d3-4 d5+1 ip+6	
17	129	5	4	0	5	135,9,2,0,0	S-6 d3-4 d4+2 ip+5	
17	129	6	0	3	3	135,9,2,0,0	S-6 d3-3 d4-2 d5+3 ip+3	
17	129	6	2	0	8	135,9,2,0,0	S-6 d3-3 ip+8	
17	129	7	0	2	5	135,9,2,0,0	S-6 d3-2 d4-2 d5+2 ip+5	
17	129	8	0	1	7	135,9,2,0,0	S-6 d3-1 d4-2 d5+1 ip+7	
17	129	9	0	0	9	135,9,2,0,0	S-6 d4-2 ip+9	
17	129	10	0	0	8	135,9,2,0,0	S-6 d3+1 d4-2 ip+8	
17	129	11	0	0	7	135,9,2,0,0	S-6 d3+2 d4-2 ip+7	
17	129	12	0	0	6	135,9,2,0,0	S-6 d3+3 d4-2 ip+6	
17	129	13	0	0	5	135,9,2,0,0	S-6 d3+4 d4-2 ip+5	
17	129	14	0	0	4	135,9,2,0,0	S-6 d3+5 d4-2 ip+4	
17	129	15	0	0	3	135,9,2,0,0	S-6 d3+6 d4-2 ip+3	
17	129	16	0	0	2	135,9,2,0,0	S-6 d3+7 d4-2 ip+2	
17	129	17	0	0	1	135,9,2,0,0	S-6 d3+8 d4-2 ip+1	
17	129	18	0	0	0	135,9,2,0,0	S-6 d3+9 d4-2	s11-grammar-subregion-closed
17	130	1	2	4	0	135,9,2,0,0	S-5 d3-8 d5+4	s11-grammar-subregion-closed
17	130	2	2	3	2	135,9,2,0,0	S-5 d3-7 d5+3 ip+2	
17	130	2	4	2	1	135,9,2,0,0	S-5 d3-7 d4+2 d5+2 ip+1	
17	130	2	6	1	0	135,9,2,0,0	S-5 d3-7 d4+4 d5+1	s11-grammar-subregion-closed
17	130	3	2	2	4	135,9,2,0,0	S-5 d3-6 d5+2 ip+4	
17	130	3	4	1	3	135,9,2,0,0	S-5 d3-6 d4+2 d5+1 ip+3	
17	130	3	6	0	2	135,9,2,0,0	S-5 d3-6 d4+4 ip+2	
17	130	4	0	4	1	135,9,2,0,0	S-5 d3-5 d4-2 d5+4 ip+1	
17	130	4	2	1	6	135,9,2,0,0	S-5 d3-5 d5+1 ip+6	
17	130	4	4	0	5	135,9,2,0,0	S-5 d3-5 d4+2 ip+5	
17	130	5	0	3	3	135,9,2,0,0	S-5 d3-4 d4-2 d5+3 ip+3	
17	130	5	2	0	8	135,9,2,0,0	S-5 d3-4 ip+8	
17	130	6	0	2	5	135,9,2,0,0	S-5 d3-3 d4-2 d5+2 ip+5	
17	130	7	0	1	7	135,9,2,0,0	S-5 d3-2 d4-2 d5+1 ip+7	
17	130	8	0	0	9	135,9,2,0,0	S-5 d3-1 d4-2 ip+9	
17	131	0	2	4	0	135,9,2,0,0	S-4 d3-9 d5+4	s11-grammar-subregion-closed
17	131	1	2	3	2	135,9,2,0,0	S-4 d3-8 d5+3 ip+2	
17	131	1	4	2	1	135,9,2,0,0	S-4 d3-8 d4+2 d5+2 ip+1	
17	131	1	6	1	0	135,9,2,0,0	S-4 d3-8 d4+4 d5+1	s11-grammar-subregion-closed
17	131	2	2	2	4	135,9,2,0,0	S-4 d3-7 d5+2 ip+4	
17	131	2	4	1	3	135,9,2,0,0	S-4 d3-7 d4+2 d5+1 ip+3	
17	131	2	6	0	2	135,9,2,0,0	S-4 d3-7 d4+4 ip+2	
17	131	3	0	4	1	135,9,2,0,0	S-4 d3-6 d4-2 d5+4 ip+1	
17	131	3	2	1	6	135,9,2,0,0	S-4 d3-6 d5+1 ip+6	
17	131	3	4	0	5	135,9,2,0,0	S-4 d3-6 d4+2 ip+5	
17	131	4	0	3	3	135,9,2,0,0	S-4 d3-5 d4-2 d5+3 ip+3	
17	131	4	2	0	8	135,9,2,0,0	S-4 d3-5 ip+8	
17	131	5	0	2	5	135,9,2,0,0	S-4 d3-4 d4-2 d5+2 ip+5	
17	131	6	0	1	7	135,9,2,0,0	S-4 d3-3 d4-2 d5+1 ip+7	
17	131	7	0	0	9	135,9,2,0,0	S-4 d3-2 d4-2 ip+9	
17	132	0	2	3	2	135,9,2,0,0	S-3 d3-9 d5+3 ip+2	
17	132	0	4	2	1	135,9,2,0,0	S-3 d3-9 d4+2 d5+2 ip+1	
17	132	0	6	1	0	135,9,2,0,0	S-3 d3-9 d4+4 d5+1	s11-grammar-subregion-closed
17	132	1	2	2	4	135,9,2,0,0	S-3 d3-8 d5+2 ip+4	
17	132	1	4	1	3	135,9,2,0,0	S-3 d3-8 d4+2 d5+1 ip+3	
17	132	1	6	0	2	135,9,2,0,0	S-3 d3-8 d4+4 ip+2	
17	132	2	0	4	1	135,9,2,0,0	S-3 d3-7 d4-2 d5+4 ip+1	
17	132	2	2	1	6	135,9,2,0,0	S-3 d3-7 d5+1 ip+6	
17	132	2	4	0	5	135,9,2,0,0	S-3 d3-7 d4+2 ip+5	
17	132	3	0	3	3	135,9,2,0,0	S-3 d3-6 d4-2 d5+3 ip+3	
17	132	3	2	0	8	135,9,2,0,0	S-3 d3-6 ip+8	
17	132	4	0	2	5	135,9,2,0,0	S-3 d3-5 d4-2 d5+2 ip+5	
17	132	5	0	1	7	135,9,2,0,0	S-3 d3-4 d4-2 d5+1 ip+7	
17	132	6	0	0	9	135,9,2,0,0	S-3 d3-3 d4-2 ip+9	
17	133	0	2	2	4	135,9,2,0,0	S-2 d3-9 d5+2 ip+4	
17	133	0	4	1	3	135,9,2,0,0	S-2 d3-9 d4+2 d5+1 ip+3	
17	133	0	6	0	2	135,9,2,0,0	S-2 d3-9 d4+4 ip+2	
17	133	1	0	4	1	135,9,2,0,0	S-2 d3-8 d4-2 d5+4 ip+1	
17	133	1	2	1	6	135,9,2,0,0	S-2 d3-8 d5+1 ip+6	
17	133	1	4	0	5	135,9,2,0,0	S-2 d3-8 d4+2 ip+5	
17	133	2	0	3	3	135,9,2,0,0	S-2 d3-7 d4-2 d5+3 ip+3	
17	133	2	2	0	8	135,9,2,0,0	S-2 d3-7 ip+8	
17	133	3	0	2	5	135,9,2,0,0	S-2 d3-6 d4-2 d5+2 ip+5	
17	133	4	0	1	7	135,9,2,0,0	S-2 d3-5 d4-2 d5+1 ip+7	
17	133	5	0	0	9	135,9,2,0,0	S-2 d3-4 d4-2 ip+9	
17	134	0	0	4	1	135,9,2,0,0	S-1 d3-9 d4-2 d5+4 ip+1	
17	134	0	2	1	6	135,9,2,0,0	S-1 d3-9 d5+1 ip+6	
17	134	0	4	0	5	135,9,2,0,0	S-1 d3-9 d4+2 ip+5	
17	134	1	0	3	3	135,9,2,0,0	S-1 d3-8 d4-2 d5+3 ip+3	
17	134	1	2	0	8	135,9,2,0,0	S-1 d3-8 ip+8	
17	134	2	0	2	5	135,9,2,0,0	S-1 d3-7 d4-2 d5+2 ip+5	
17	134	3	0	1	7	135,9,2,0,0	S-1 d3-6 d4-2 d5+1 ip+7	
17	134	4	0	0	9	135,9,2,0,0	S-1 d3-5 d4-2 ip+9	
17	135	0	0	3	3	135,9,2,0,0	d3-9 d4-2 d5+3 ip+3	
17	135	0	2	0	8	135,9,2,0,0	d3-9 ip+8	
17	135	1	0	2	5	135,9,2,0,0	d3-8 d4-2 d5+2 ip+5	
17	135	2	0	1	7	135,9,2,0,0	d3-7 d4-2 d5+1 ip+7	
17	135	3	0	0	9	135,9,2,0,0	d3-6 d4-2 ip+9	
17	136	0	1	1	6	138,8,1,0,0	S-2 d3-8 d5+1 ip+6	
17	136	0	2	0	7	135,9,2,0,0	S+1 d3-9 ip+7	
17	136	1	1	0	8	138,8,1,0,0	S-2 d3-7 ip+8	
17	137	0	1	0	8	138,8,1,0,0	S-1 d3-8 ip+8	
18	122	9	3	3	1	135,9,2,0,0	S-13 d4+1 d5+3 ip+1	
18	122	9	5	2	0	135,9,2,0,0	S-13 d4+3 d5+2	s11-grammar-subregion-closed
18	122	10	3	3	0	135,9,2,0,0	S-13 d3+1 d4+1 d5+3	s11-grammar-subregion-closed
18	123	8	3	3	1	135,9,2,0,0	S-12 d3-1 d4+1 d5+3 ip+1	
18	123	8	5	2	0	135,9,2,0,0	S-12 d3-1 d4+3 d5+2	s11-grammar-subregion-closed
18	123	9	1	4	1	135,9,2,0,0	S-12 d4-1 d5+4 ip+1	
18	123	9	3	2	3	135,9,2,0,0	S-12 d4+1 d5+2 ip+3	
18	123	9	5	1	2	135,9,2,0,0	S-12 d4+3 d5+1 ip+2	
18	123	9	7	0	1	135,9,2,0,0	S-12 d4+5 ip+1	
18	123	10	1	4	0	135,9,2,0,0	S-12 d3+1 d4-1 d5+4	s11-grammar-subregion-closed
18	123	10	3	2	2	135,9,2,0,0	S-12 d3+1 d4+1 d5+2 ip+2	
18	123	10	5	1	1	135,9,2,0,0	S-12 d3+1 d4+3 d5+1 ip+1	
18	123	10	7	0	0	135,9,2,0,0	S-12 d3+1 d4+5	s11-grammar-subregion-closed
18	123	11	3	2	1	135,9,2,0,0	S-12 d3+2 d4+1 d5+2 ip+1	
18	123	11	5	1	0	135,9,2,0,0	S-12 d3+2 d4+3 d5+1	s11-grammar-subregion-closed
18	123	12	3	2	0	135,9,2,0,0	S-12 d3+3 d4+1 d5+2	s11-grammar-subregion-closed
18	124	7	3	3	1	135,9,2,0,0	S-11 d3-2 d4+1 d5+3 ip+1	
18	124	7	5	2	0	135,9,2,0,0	S-11 d3-2 d4+3 d5+2	s11-grammar-subregion-closed
18	124	8	1	4	1	135,9,2,0,0	S-11 d3-1 d4-1 d5+4 ip+1	
18	124	8	3	2	3	135,9,2,0,0	S-11 d3-1 d4+1 d5+2 ip+3	
18	124	8	5	1	2	135,9,2,0,0	S-11 d3-1 d4+3 d5+1 ip+2	
18	124	8	7	0	1	135,9,2,0,0	S-11 d3-1 d4+5 ip+1	
18	124	9	1	3	3	135,9,2,0,0	S-11 d4-1 d5+3 ip+3	
18	124	9	3	1	5	135,9,2,0,0	S-11 d4+1 d5+1 ip+5	
18	124	9	5	0	4	135,9,2,0,0	S-11 d4+3 ip+4	
18	124	10	1	3	2	135,9,2,0,0	S-11 d3+1 d4-1 d5+3 ip+2	
18	124	10	3	1	4	135,9,2,0,0	S-11 d3+1 d4+1 d5+1 ip+4	
18	124	10	5	0	3	135,9,2,0,0	S-11 d3+1 d4+3 ip+3	
18	124	11	1	3	1	135,9,2,0,0	S-11 d3+2 d4-1 d5+3 ip+1	
18	124	11	3	1	3	135,9,2,0,0	S-11 d3+2 d4+1 d5+1 ip+3	
18	124	11	5	0	2	135,9,2,0,0	S-11 d3+2 d4+3 ip+2	
18	124	12	1	3	0	135,9,2,0,0	S-11 d3+3 d4-1 d5+3	s11-grammar-subregion-closed
18	124	12	3	1	2	135,9,2,0,0	S-11 d3+3 d4+1 d5+1 ip+2	
18	124	12	5	0	1	135,9,2,0,0	S-11 d3+3 d4+3 ip+1	
18	124	13	3	1	1	135,9,2,0,0	S-11 d3+4 d4+1 d5+1 ip+1	
18	124	13	5	0	0	135,9,2,0,0	S-11 d3+4 d4+3	s11-grammar-subregion-closed
18	124	14	3	1	0	135,9,2,0,0	S-11 d3+5 d4+1 d5+1	s11-grammar-subregion-closed
18	125	6	3	3	1	135,9,2,0,0	S-10 d3-3 d4+1 d5+3 ip+1	
18	125	6	5	2	0	135,9,2,0,0	S-10 d3-3 d4+3 d5+2	s11-grammar-subregion-closed
18	125	7	1	4	1	135,9,2,0,0	S-10 d3-2 d4-1 d5+4 ip+1	
18	125	7	3	2	3	135,9,2,0,0	S-10 d3-2 d4+1 d5+2 ip+3	
18	125	7	5	1	2	135,9,2,0,0	S-10 d3-2 d4+3 d5+1 ip+2	
18	125	7	7	0	1	135,9,2,0,0	S-10 d3-2 d4+5 ip+1	
18	125	8	1	3	3	135,9,2,0,0	S-10 d3-1 d4-1 d5+3 ip+3	
18	125	8	3	1	5	135,9,2,0,0	S-10 d3-1 d4+1 d5+1 ip+5	
18	125	8	5	0	4	135,9,2,0,0	S-10 d3-1 d4+3 ip+4	
18	125	9	1	2	5	135,9,2,0,0	S-10 d4-1 d5+2 ip+5	
18	125	9	3	0	7	135,9,2,0,0	S-10 d4+1 ip+7	
18	125	10	1	2	4	135,9,2,0,0	S-10 d3+1 d4-1 d5+2 ip+4	
18	125	10	3	0	6	135,9,2,0,0	S-10 d3+1 d4+1 ip+6	
18	125	11	1	2	3	135,9,2,0,0	S-10 d3+2 d4-1 d5+2 ip+3	
18	125	11	3	0	5	135,9,2,0,0	S-10 d3+2 d4+1 ip+5	
18	125	12	1	2	2	135,9,2,0,0	S-10 d3+3 d4-1 d5+2 ip+2	
18	125	12	3	0	4	135,9,2,0,0	S-10 d3+3 d4+1 ip+4	
18	125	13	1	2	1	135,9,2,0,0	S-10 d3+4 d4-1 d5+2 ip+1	
18	125	13	3	0	3	135,9,2,0,0	S-10 d3+4 d4+1 ip+3	
18	125	14	1	2	0	135,9,2,0,0	S-10 d3+5 d4-1 d5+2	s11-grammar-subregion-closed
18	125	14	3	0	2	135,9,2,0,0	S-10 d3+5 d4+1 ip+2	
18	125	15	3	0	1	135,9,2,0,0	S-10 d3+6 d4+1 ip+1	
18	125	16	3	0	0	135,9,2,0,0	S-10 d3+7 d4+1	s11-grammar-subregion-closed
18	126	5	3	3	1	135,9,2,0,0	S-9 d3-4 d4+1 d5+3 ip+1	
18	126	5	5	2	0	135,9,2,0,0	S-9 d3-4 d4+3 d5+2	s11-grammar-subregion-closed
18	126	6	1	4	1	135,9,2,0,0	S-9 d3-3 d4-1 d5+4 ip+1	
18	126	6	3	2	3	135,9,2,0,0	S-9 d3-3 d4+1 d5+2 ip+3	
18	126	6	5	1	2	135,9,2,0,0	S-9 d3-3 d4+3 d5+1 ip+2	
18	126	6	7	0	1	135,9,2,0,0	S-9 d3-3 d4+5 ip+1	
18	126	7	1	3	3	135,9,2,0,0	S-9 d3-2 d4-1 d5+3 ip+3	
18	126	7	3	1	5	135,9,2,0,0	S-9 d3-2 d4+1 d5+1 ip+5	
18	126	7	5	0	4	135,9,2,0,0	S-9 d3-2 d4+3 ip+4	
18	126	8	1	2	5	135,9,2,0,0	S-9 d3-1 d4-1 d5+2 ip+5	
18	126	8	3	0	7	135,9,2,0,0	S-9 d3-1 d4+1 ip+7	
18	126	9	1	1	7	135,9,2,0,0	S-9 d4-1 d5+1 ip+7	
18	126	10	1	1	6	135,9,2,0,0	S-9 d3+1 d4-1 d5+1 ip+6	
18	126	11	1	1	5	135,9,2,0,0	S-9 d3+2 d4-1 d5+1 ip+5	
18	126	12	1	1	4	135,9,2,0,0	S-9 d3+3 d4-1 d5+1 ip+4	
18	126	13	1	1	3	135,9,2,0,0	S-9 d3+4 d4-1 d5+1 ip+3	
18	126	14	1	1	2	135,9,2,0,0	S-9 d3+5 d4-1 d5+1 ip+2	
18	126	15	1	1	1	135,9,2,0,0	S-9 d3+6 d4-1 d5+1 ip+1	
18	126	16	1	1	0	135,9,2,0,0	S-9 d3+7 d4-1 d5+1	s11-grammar-subregion-closed
18	127	4	3	3	1	135,9,2,0,0	S-8 d3-5 d4+1 d5+3 ip+1	
18	127	4	5	2	0	135,9,2,0,0	S-8 d3-5 d4+3 d5+2	s11-grammar-subregion-closed
18	127	5	1	4	1	135,9,2,0,0	S-8 d3-4 d4-1 d5+4 ip+1	
18	127	5	3	2	3	135,9,2,0,0	S-8 d3-4 d4+1 d5+2 ip+3	
18	127	5	5	1	2	135,9,2,0,0	S-8 d3-4 d4+3 d5+1 ip+2	
18	127	5	7	0	1	135,9,2,0,0	S-8 d3-4 d4+5 ip+1	
18	127	6	1	3	3	135,9,2,0,0	S-8 d3-3 d4-1 d5+3 ip+3	
18	127	6	3	1	5	135,9,2,0,0	S-8 d3-3 d4+1 d5+1 ip+5	
18	127	6	5	0	4	135,9,2,0,0	S-8 d3-3 d4+3 ip+4	
18	127	7	1	2	5	135,9,2,0,0	S-8 d3-2 d4-1 d5+2 ip+5	
18	127	7	3	0	7	135,9,2,0,0	S-8 d3-2 d4+1 ip+7	
18	127	8	1	1	7	135,9,2,0,0	S-8 d3-1 d4-1 d5+1 ip+7	
18	127	9	1	0	9	135,9,2,0,0	S-8 d4-1 ip+9	
18	127	10	1	0	8	135,9,2,0,0	S-8 d3+1 d4-1 ip+8	
18	127	11	1	0	7	135,9,2,0,0	S-8 d3+2 d4-1 ip+7	
18	127	12	1	0	6	135,9,2,0,0	S-8 d3+3 d4-1 ip+6	
18	127	13	1	0	5	135,9,2,0,0	S-8 d3+4 d4-1 ip+5	
18	127	14	1	0	4	135,9,2,0,0	S-8 d3+5 d4-1 ip+4	
18	127	15	1	0	3	135,9,2,0,0	S-8 d3+6 d4-1 ip+3	
18	127	16	1	0	2	135,9,2,0,0	S-8 d3+7 d4-1 ip+2	
18	127	17	1	0	1	135,9,2,0,0	S-8 d3+8 d4-1 ip+1	
18	127	18	1	0	0	135,9,2,0,0	S-8 d3+9 d4-1	s11-grammar-subregion-closed
18	128	3	3	3	1	135,9,2,0,0	S-7 d3-6 d4+1 d5+3 ip+1	
18	128	3	5	2	0	135,9,2,0,0	S-7 d3-6 d4+3 d5+2	s11-grammar-subregion-closed
18	128	4	1	4	1	135,9,2,0,0	S-7 d3-5 d4-1 d5+4 ip+1	
18	128	4	3	2	3	135,9,2,0,0	S-7 d3-5 d4+1 d5+2 ip+3	
18	128	4	5	1	2	135,9,2,0,0	S-7 d3-5 d4+3 d5+1 ip+2	
18	128	4	7	0	1	135,9,2,0,0	S-7 d3-5 d4+5 ip+1	
18	128	5	1	3	3	135,9,2,0,0	S-7 d3-4 d4-1 d5+3 ip+3	
18	128	5	3	1	5	135,9,2,0,0	S-7 d3-4 d4+1 d5+1 ip+5	
18	128	5	5	0	4	135,9,2,0,0	S-7 d3-4 d4+3 ip+4	
18	128	6	1	2	5	135,9,2,0,0	S-7 d3-3 d4-1 d5+2 ip+5	
18	128	6	3	0	7	135,9,2,0,0	S-7 d3-3 d4+1 ip+7	
18	128	7	1	1	7	135,9,2,0,0	S-7 d3-2 d4-1 d5+1 ip+7	
18	128	8	1	0	9	135,9,2,0,0	S-7 d3-1 d4-1 ip+9	
18	129	2	3	3	1	135,9,2,0,0	S-6 d3-7 d4+1 d5+3 ip+1	
18	129	2	5	2	0	135,9,2,0,0	S-6 d3-7 d4+3 d5+2	s11-grammar-subregion-closed
18	129	3	1	4	1	135,9,2,0,0	S-6 d3-6 d4-1 d5+4 ip+1	
18	129	3	3	2	3	135,9,2,0,0	S-6 d3-6 d4+1 d5+2 ip+3	
18	129	3	5	1	2	135,9,2,0,0	S-6 d3-6 d4+3 d5+1 ip+2	
18	129	3	7	0	1	135,9,2,0,0	S-6 d3-6 d4+5 ip+1	
18	129	4	1	3	3	135,9,2,0,0	S-6 d3-5 d4-1 d5+3 ip+3	
18	129	4	3	1	5	135,9,2,0,0	S-6 d3-5 d4+1 d5+1 ip+5	
18	129	4	5	0	4	135,9,2,0,0	S-6 d3-5 d4+3 ip+4	
18	129	5	1	2	5	135,9,2,0,0	S-6 d3-4 d4-1 d5+2 ip+5	
18	129	5	3	0	7	135,9,2,0,0	S-6 d3-4 d4+1 ip+7	
18	129	6	1	1	7	135,9,2,0,0	S-6 d3-3 d4-1 d5+1 ip+7	
18	129	7	1	0	9	135,9,2,0,0	S-6 d3-2 d4-1 ip+9	
18	130	1	3	3	1	135,9,2,0,0	S-5 d3-8 d4+1 d5+3 ip+1	
18	130	1	5	2	0	135,9,2,0,0	S-5 d3-8 d4+3 d5+2	s11-grammar-subregion-closed
18	130	2	1	4	1	135,9,2,0,0	S-5 d3-7 d4-1 d5+4 ip+1	
18	130	2	3	2	3	135,9,2,0,0	S-5 d3-7 d4+1 d5+2 ip+3	
18	130	2	5	1	2	135,9,2,0,0	S-5 d3-7 d4+3 d5+1 ip+2	
18	130	2	7	0	1	135,9,2,0,0	S-5 d3-7 d4+5 ip+1	
18	130	3	1	3	3	135,9,2,0,0	S-5 d3-6 d4-1 d5+3 ip+3	
18	130	3	3	1	5	135,9,2,0,0	S-5 d3-6 d4+1 d5+1 ip+5	
18	130	3	5	0	4	135,9,2,0,0	S-5 d3-6 d4+3 ip+4	
18	130	4	1	2	5	135,9,2,0,0	S-5 d3-5 d4-1 d5+2 ip+5	
18	130	4	3	0	7	135,9,2,0,0	S-5 d3-5 d4+1 ip+7	
