S,d3,d4,d5,d6,ip,waste,length,status,closure,notes
120,5,6,0,2,0,144,869,open,,perfect-ride-family(ATSP-closable)
120,5,6,0,2,1,145,870,closed-lemma,lemma-B-passover,
120,5,6,0,2,2,146,871,closed-lemma,lemma-B-passover,
120,6,6,0,2,0,145,870,open,,perfect-ride-family(ATSP-closable)
120,6,6,0,2,1,146,871,closed-lemma,lemma-B-passover,
120,7,6,0,2,0,146,871,open,,perfect-ride-family(ATSP-closable)
120,0,7,0,2,3,144,869,closed-lemma,lemma-B-passover,
120,0,7,0,2,4,145,870,closed-lemma,lemma-B-passover,
120,0,7,0,2,5,146,871,closed-lemma,lemma-B-passover,
120,1,7,0,2,2,144,869,closed-lemma,lemma-B-passover,
120,1,7,0,2,3,145,870,closed-lemma,lemma-B-passover,
120,1,7,0,2,4,146,871,closed-lemma,lemma-B-passover,
120,2,7,0,2,1,144,869,closed-lemma,lemma-B-passover,
120,2,7,0,2,2,145,870,closed-lemma,lemma-B-passover,
120,2,7,0,2,3,146,871,closed-lemma,lemma-B-passover,
120,3,7,0,2,0,144,869,open,,perfect-ride-family(ATSP-closable)
120,3,7,0,2,1,145,870,closed-lemma,lemma-B-passover,
120,3,7,0,2,2,146,871,closed-lemma,lemma-B-passover,
120,4,7,0,2,0,145,870,open,,perfect-ride-family(ATSP-closable)
120,4,7,0,2,1,146,871,closed-lemma,lemma-B-passover,
120,5,7,0,2,0,146,871,open,,perfect-ride-family(ATSP-closable)
120,0,8,0,2,1,144,869,closed-lemma,lemma-B-passover,
120,0,8,0,2,2,145,870,closed-lemma,lemma-B-passover,
120,0,8,0,2,3,146,871,closed-lemma,lemma-B-passover,
120,1,8,0,2,0,144,869,open,,perfect-ride-family(ATSP-closable)
120,1,8,0,2,1,145,870,closed-lemma,lemma-B-passover,
120,1,8,0,2,2,146,871,closed-lemma,lemma-B-passover,
120,2,8,0,2,0,145,870,open,,perfect-ride-family(ATSP-closable)
120,2,8,0,2,1,146,871,closed-lemma,lemma-B-passover,
120,3,8,0,2,0,146,871,open,,perfect-ride-family(ATSP-closable)
120,0,9,0,2,0,145,870,open,,perfect-ride-family(ATSP-closable)
120,0,9,0,2,1,146,871,closed-lemma,lemma-B-passover,
120,1,9,0,2,0,146,871,open,,perfect-ride-family(ATSP-closable)
120,0,0,1,2,14,144,869,closed-lemma,lemma-B-passover,
120,0,0,1,2,15,145,870,closed-lemma,lemma-B-passover,
120,0,0,1,2,16,146,871,closed-lemma,lemma-B-passover,
120,1,0,1,2,13,144,869,closed-lemma,lemma-B-passover,
120,1,0,1,2,14,145,870,closed-lemma,lemma-B-passover,
120,1,0,1,2,15,146,871,closed-lemma,lemma-B-passover,
120,2,0,1,2,12,144,869,closed-lemma,lemma-B-passover,
120,2,0,1,2,13,145,870,closed-lemma,lemma-B-passover,
120,2,0,1,2,14,146,871,closed-lemma,lemma-B-passover,
120,3,0,1,2,11,144,869,closed-lemma,lemma-B-passover,
120,3,0,1,2,12,145,870,closed-lemma,lemma-B-passover,
120,3,0,1,2,13,146,871,closed-lemma,lemma-B-passover,
120,4,0,1,2,10,144,869,closed-lemma,lemma-B-passover,
120,4,0,1,2,11,145,870,closed-lemma,lemma-B-passover,
120,4,0,1,2,12,146,871,closed-lemma,lemma-B-passover,
120,5,0,1,2,9,144,869,closed-lemma,lemma-B-passover,
120,5,0,1,2,10,145,870,closed-lemma,lemma-B-passover,
120,5,0,1,2,11,146,871,closed-lemma,lemma-B-passover,
120,6,0,1,2,8,144,869,closed-lemma,lemma-B-passover,
120,6,0,1,2,9,145,870,closed-lemma,lemma-B-passover,
120,6,0,1,2,10,146,871,closed-lemma,lemma-B-passover,
120,7,0,1,2,7,144,869,closed-lemma,lemma-B-passover,
120,7,0,1,2,8,145,870,closed-lemma,lemma-B-passover,
120,7,0,1,2,9,146,871,closed-lemma,lemma-B-passover,
120,8,0,1,2,6,144,869,closed-lemma,lemma-B-passover,
120,8,0,1,2,7,145,870,closed-lemma,lemma-B-passover,
120,8,0,1,2,8,146,871,closed-lemma,lemma-B-passover,
120,9,0,1,2,5,144,869,closed-lemma,lemma-B-passover,
120,9,0,1,2,6,145,870,closed-lemma,lemma-B-passover,
120,9,0,1,2,7,146,871,closed-lemma,lemma-B-passover,
120,10,0,1,2,4,144,869,closed-lemma,lemma-B-passover,
120,10,0,1,2,5,145,870,closed-lemma,lemma-B-passover,
120,10,0,1,2,6,146,871,closed-lemma,lemma-B-passover,
120,11,0,1,2,3,144,869,closed-lemma,lemma-B-passover,
120,11,0,1,2,4,145,870,closed-lemma,lemma-B-passover,
120,11,0,1,2,5,146,871,closed-lemma,lemma-B-passover,
120,12,0,1,2,2,144,869,closed-lemma,lemma-B-passover,
120,12,0,1,2,3,145,870,closed-lemma,lemma-B-passover,
120,12,0,1,2,4,146,871,closed-lemma,lemma-B-passover,
120,13,0,1,2,1,144,869,closed-lemma,lemma-B-passover,
120,13,0,1,2,2,145,870,closed-lemma,lemma-B-passover,
120,13,0,1,2,3,146,871,closed-lemma,lemma-B-passover,
120,14,0,1,2,0,144,869,open,,perfect-ride-family(ATSP-closable)
120,14,0,1,2,1,145,870,closed-lemma,lemma-B-passover,
120,14,0,1,2,2,146,871,closed-lemma,lemma-B-passover,
120,15,0,1,2,0,145,870,open,,perfect-ride-family(ATSP-closable)
120,15,0,1,2,1,146,871,closed-lemma,lemma-B-passover,
120,16,0,1,2,0,146,871,open,,perfect-ride-family(ATSP-closable)
120,0,1,1,2,12,144,869,closed-lemma,lemma-B-passover,
120,0,1,1,2,13,145,870,closed-lemma,lemma-B-passover,
120,0,1,1,2,14,146,871,closed-lemma,lemma-B-passover,
120,1,1,1,2,11,144,869,closed-lemma,lemma-B-passover,
120,1,1,1,2,12,145,870,closed-lemma,lemma-B-passover,
120,1,1,1,2,13,146,871,closed-lemma,lemma-B-passover,
120,2,1,1,2,10,144,869,closed-lemma,lemma-B-passover,
120,2,1,1,2,11,145,870,closed-lemma,lemma-B-passover,
120,2,1,1,2,12,146,871,closed-lemma,lemma-B-passover,
120,3,1,1,2,9,144,869,closed-lemma,lemma-B-passover,
120,3,1,1,2,10,145,870,closed-lemma,lemma-B-passover,
120,3,1,1,2,11,146,871,closed-lemma,lemma-B-passover,
120,4,1,1,2,8,144,869,closed-lemma,lemma-B-passover,
120,4,1,1,2,9,145,870,closed-lemma,lemma-B-passover,
120,4,1,1,2,10,146,871,closed-lemma,lemma-B-passover,
120,5,1,1,2,7,144,869,closed-lemma,lemma-B-passover,
120,5,1,1,2,8,145,870,closed-lemma,lemma-B-passover,
120,5,1,1,2,9,146,871,closed-lemma,lemma-B-passover,
120,6,1,1,2,6,144,869,closed-lemma,lemma-B-passover,
120,6,1,1,2,7,145,870,closed-lemma,lemma-B-passover,
120,6,1,1,2,8,146,871,closed-lemma,lemma-B-passover,
120,7,1,1,2,5,144,869,closed-lemma,lemma-B-passover,
120,7,1,1,2,6,145,870,closed-lemma,lemma-B-passover,
120,7,1,1,2,7,146,871,closed-lemma,lemma-B-passover,
120,8,1,1,2,4,144,869,closed-lemma,lemma-B-passover,
120,8,1,1,2,5,145,870,closed-lemma,lemma-B-passover,
120,8,1,1,2,6,146,871,closed-lemma,lemma-B-passover,
120,9,1,1,2,3,144,869,closed-lemma,lemma-B-passover,
120,9,1,1,2,4,145,870,closed-lemma,lemma-B-passover,
120,9,1,1,2,5,146,871,closed-lemma,lemma-B-passover,
120,10,1,1,2,2,144,869,closed-lemma,lemma-B-passover,
120,10,1,1,2,3,145,870,closed-lemma,lemma-B-passover,
120,10,1,1,2,4,146,871,closed-lemma,lemma-B-passover,
120,11,1,1,2,1,144,869,closed-lemma,lemma-B-passover,
120,11,1,1,2,2,145,870,closed-lemma,lemma-B-passover,
120,11,1,1,2,3,146,871,closed-lemma,lemma-B-passover,
120,12,1,1,2,0,144,869,open,,perfect-ride-family(ATSP-closable)
120,12,1,1,2,1,145,870,closed-lemma,lemma-B-passover,
120,12,1,1,2,2,146,871,closed-lemma,lemma-B-passover,
120,13,1,1,2,0,145,870,open,,perfect-ride-family(ATSP-closable)
120,13,1,1,2,1,146,871,closed-lemma,lemma-B-passover,
120,14,1,1,2,0,146,871,open,,perfect-ride-family(ATSP-closable)
120,0,2,1,2,10,144,869,closed-lemma,lemma-B-passover,
120,0,2,1,2,11,145,870,closed-lemma,lemma-B-passover,
120,0,2,1,2,12,146,871,closed-lemma,lemma-B-passover,
120,1,2,1,2,9,144,869,closed-lemma,lemma-B-passover,
120,1,2,1,2,10,145,870,closed-lemma,lemma-B-passover,
120,1,2,1,2,11,146,871,closed-lemma,lemma-B-passover,
120,2,2,1,2,8,144,869,closed-lemma,lemma-B-passover,
120,2,2,1,2,9,145,870,closed-lemma,lemma-B-passover,
120,2,2,1,2,10,146,871,closed-lemma,lemma-B-passover,
120,3,2,1,2,7,144,869,closed-lemma,lemma-B-passover,
120,3,2,1,2,8,145,870,closed-lemma,lemma-B-passover,
120,3,2,1,2,9,146,871,closed-lemma,lemma-B-passover,
120,4,2,1,2,6,144,869,closed-lemma,lemma-B-passover,
120,4,2,1,2,7,145,870,closed-lemma,lemma-B-passover,
120,4,2,1,2,8,146,871,closed-lemma,lemma-B-passover,
120,5,2,1,2,5,144,869,closed-lemma,lemma-B-passover,
120,5,2,1,2,6,145,870,closed-lemma,lemma-B-passover,
120,5,2,1,2,7,146,871,closed-lemma,lemma-B-passover,
120,6,2,1,2,4,144,869,closed-lemma,lemma-B-passover,
120,6,2,1,2,5,145,870,closed-lemma,lemma-B-passover,
120,6,2,1,2,6,146,871,closed-lemma,lemma-B-passover,
120,7,2,1,2,3,144,869,closed-lemma,lemma-B-passover,
120,7,2,1,2,4,145,870,closed-lemma,lemma-B-passover,
120,7,2,1,2,5,146,871,closed-lemma,lemma-B-passover,
120,8,2,1,2,2,144,869,closed-lemma,lemma-B-passover,
120,8,2,1,2,3,145,870,closed-lemma,lemma-B-passover,
120,8,2,1,2,4,146,871,closed-lemma,lemma-B-passover,
120,9,2,1,2,1,144,869,closed-lemma,lemma-B-passover,
120,9,2,1,2,2,145,870,closed-lemma,lemma-B-passover,
120,9,2,1,2,3,146,871,closed-lemma,lemma-B-passover,
120,10,2,1,2,0,144,869,open,,perfect-ride-family(ATSP-closable)
120,10,2,1,2,1,145,870,closed-lemma,lemma-B-passover,
120,10,2,1,2,2,146,871,closed-lemma,lemma-B-passover,
120,11,2,1,2,0,145,870,open,,perfect-ride-family(ATSP-closable)
120,11,2,1,2,1,146,871,closed-lemma,lemma-B-passover,
120,12,2,1,2,0,146,871,open,,perfect-ride-family(ATSP-closable)
120,0,3,1,2,8,144,869,closed-lemma,lemma-B-passover,
120,0,3,1,2,9,145,870,closed-lemma,lemma-B-passover,
120,0,3,1,2,10,146,871,closed-lemma,lemma-B-passover,
120,1,3,1,2,7,144,869,closed-lemma,lemma-B-passover,
120,1,3,1,2,8,145,870,closed-lemma,lemma-B-passover,
120,1,3,1,2,9,146,871,closed-lemma,lemma-B-passover,
120,2,3,1,2,6,144,869,closed-lemma,lemma-B-passover,
120,2,3,1,2,7,145,870,closed-lemma,lemma-B-passover,
120,2,3,1,2,8,146,871,closed-lemma,lemma-B-passover,
120,3,3,1,2,5,144,869,closed-lemma,lemma-B-passover,
120,3,3,1,2,6,145,870,closed-lemma,lemma-B-passover,
120,3,3,1,2,7,146,871,closed-lemma,lemma-B-passover,
120,4,3,1,2,4,144,869,closed-lemma,lemma-B-passover,
120,4,3,1,2,5,145,870,closed-lemma,lemma-B-passover,
120,4,3,1,2,6,146,871,closed-lemma,lemma-B-passover,
120,5,3,1,2,3,144,869,closed-lemma,lemma-B-passover,
120,5,3,1,2,4,145,870,closed-lemma,lemma-B-passover,
120,5,3,1,2,5,146,871,closed-lemma,lemma-B-passover,
120,6,3,1,2,2,144,869,closed-lemma,lemma-B-passover,
120,6,3,1,2,3,145,870,closed-lemma,lemma-B-passover,
120,6,3,1,2,4,146,871,closed-lemma,lemma-B-passover,
120,7,3,1,2,1,144,869,closed-lemma,lemma-B-passover,
120,7,3,1,2,2,145,870,closed-lemma,lemma-B-passover,
120,7,3,1,2,3,146,871,closed-lemma,lemma-B-passover,
120,8,3,1,2,0,144,869,open,,perfect-ride-family(ATSP-closable)
120,8,3,1,2,1,145,870,closed-lemma,lemma-B-passover,
120,8,3,1,2,2,146,871,closed-lemma,lemma-B-passover,
120,9,3,1,2,0,145,870,open,,perfect-ride-family(ATSP-closable)
120,9,3,1,2,1,146,871,closed-lemma,lemma-B-passover,
120,10,3,1,2,0,146,871,open,,perfect-ride-family(ATSP-closable)
120,0,4,1,2,6,144,869,closed-lemma,lemma-B-passover,
120,0,4,1,2,7,145,870,closed-lemma,lemma-B-passover,
120,0,4,1,2,8,146,871,closed-lemma,lemma-B-passover,
120,1,4,1,2,5,144,869,closed-lemma,lemma-B-passover,
120,1,4,1,2,6,145,870,closed-lemma,lemma-B-passover,
120,1,4,1,2,7,146,871,closed-lemma,lemma-B-passover,
120,2,4,1,2,4,144,869,closed-lemma,lemma-B-passover,
120,2,4,1,2,5,145,870,closed-lemma,lemma-B-passover,
120,2,4,1,2,6,146,871,closed-lemma,lemma-B-passover,
120,3,4,1,2,3,144,869,closed-lemma,lemma-B-passover,
120,3,4,1,2,4,145,870,closed-lemma,lemma-B-passover,
120,3,4,1,2,5,146,871,closed-lemma,lemma-B-passover,
120,4,4,1,2,2,144,869,closed-lemma,lemma-B-passover,
120,4,4,1,2,3,145,870,closed-lemma,lemma-B-passover,
120,4,4,1,2,4,146,871,closed-lemma,lemma-B-passover,
120,5,4,1,2,1,144,869,closed-lemma,lemma-B-passover,
120,5,4,1,2,2,145,870,closed-lemma,lemma-B-passover,
120,5,4,1,2,3,146,871,closed-lemma,lemma-B-passover,
120,6,4,1,2,0,144,869,open,,perfect-ride-family(ATSP-closable)
120,6,4,1,2,1,145,870,closed-lemma,lemma-B-passover,
120,6,4,1,2,2,146,871,closed-lemma,lemma-B-passover,
120,7,4,1,2,0,145,870,open,,perfect-ride-family(ATSP-closable)
120,7,4,1,2,1,146,871,closed-lemma,lemma-B-passover,
120,8,4,1,2,0,146,871,open,,perfect-ride-family(ATSP-closable)
120,0,5,1,2,4,144,869,closed-lemma,lemma-B-passover,
120,0,5,1,2,5,145,870,closed-lemma,lemma-B-passover,
120,0,5,1,2,6,146,871,closed-lemma,lemma-B-passover,
120,1,5,1,2,3,144,869,closed-lemma,lemma-B-passover,
120,1,5,1,2,4,145,870,closed-lemma,lemma-B-passover,
120,1,5,1,2,5,146,871,closed-lemma,lemma-B-passover,
120,2,5,1,2,2,144,869,closed-lemma,lemma-B-passover,
120,2,5,1,2,3,145,870,closed-lemma,lemma-B-passover,
120,2,5,1,2,4,146,871,closed-lemma,lemma-B-passover,
120,3,5,1,2,1,144,869,closed-lemma,lemma-B-passover,
120,3,5,1,2,2,145,870,closed-lemma,lemma-B-passover,
120,3,5,1,2,3,146,871,closed-lemma,lemma-B-passover,
120,4,5,1,2,0,144,869,open,,perfect-ride-family(ATSP-closable)
120,4,5,1,2,1,145,870,closed-lemma,lemma-B-passover,
120,4,5,1,2,2,146,871,closed-lemma,lemma-B-passover,
120,5,5,1,2,0,145,870,open,,perfect-ride-family(ATSP-closable)
120,5,5,1,2,1,146,871,closed-lemma,lemma-B-passover,
120,6,5,1,2,0,146,871,open,,perfect-ride-family(ATSP-closable)
120,0,6,1,2,2,144,869,closed-lemma,lemma-B-passover,
120,0,6,1,2,3,145,870,closed-lemma,lemma-B-passover,
120,0,6,1,2,4,146,871,closed-lemma,lemma-B-passover,
120,1,6,1,2,1,144,869,closed-lemma,lemma-B-passover,
120,1,6,1,2,2,145,870,closed-lemma,lemma-B-passover,
120,1,6,1,2,3,146,871,closed-lemma,lemma-B-passover,
120,2,6,1,2,0,144,869,open,,perfect-ride-family(ATSP-closable)
120,2,6,1,2,1,145,870,closed-lemma,lemma-B-passover,
120,2,6,1,2,2,146,871,closed-lemma,lemma-B-passover,
120,3,6,1,2,0,145,870,open,,perfect-ride-family(ATSP-closable)
120,3,6,1,2,1,146,871,closed-lemma,lemma-B-passover,
120,4,6,1,2,0,146,871,open,,perfect-ride-family(ATSP-closable)
120,0,7,1,2,0,144,869,open,,perfect-ride-family(ATSP-closable)
120,0,7,1,2,1,145,870,closed-lemma,lemma-B-passover,
120,0,7,1,2,2,146,871,closed-lemma,lemma-B-passover,
120,1,7,1,2,0,145,870,open,,perfect-ride-family(ATSP-closable)
120,1,7,1,2,1,146,871,closed-lemma,lemma-B-passover,
120,2,7,1,2,0,146,871,open,,perfect-ride-family(ATSP-closable)
120,0,8,1,2,0,146,871,open,,perfect-ride-family(ATSP-closable)
120,0,0,2,2,11,144,869,closed-lemma,lemma-B-passover,
120,0,0,2,2,12,145,870,closed-lemma,lemma-B-passover,
120,0,0,2,2,13,146,871,closed-lemma,lemma-B-passover,
120,1,0,2,2,10,144,869,closed-lemma,lemma-B-passover,
120,1,0,2,2,11,145,870,closed-lemma,lemma-B-passover,
120,1,0,2,2,12,146,871,closed-lemma,lemma-B-passover,
120,2,0,2,2,9,144,869,closed-lemma,lemma-B-passover,
120,2,0,2,2,10,145,870,closed-lemma,lemma-B-passover,
120,2,0,2,2,11,146,871,closed-lemma,lemma-B-passover,
120,3,0,2,2,8,144,869,closed-lemma,lemma-B-passover,
120,3,0,2,2,9,145,870,closed-lemma,lemma-B-passover,
120,3,0,2,2,10,146,871,closed-lemma,lemma-B-passover,
120,4,0,2,2,7,144,869,closed-lemma,lemma-B-passover,
120,4,0,2,2,8,145,870,closed-lemma,lemma-B-passover,
120,4,0,2,2,9,146,871,closed-lemma,lemma-B-passover,
120,5,0,2,2,6,144,869,closed-lemma,lemma-B-passover,
120,5,0,2,2,7,145,870,closed-lemma,lemma-B-passover,
120,5,0,2,2,8,146,871,closed-lemma,lemma-B-passover,
120,6,0,2,2,5,144,869,closed-lemma,lemma-B-passover,
120,6,0,2,2,6,145,870,closed-lemma,lemma-B-passover,
120,6,0,2,2,7,146,871,closed-lemma,lemma-B-passover,
120,7,0,2,2,4,144,869,closed-lemma,lemma-B-passover,
120,7,0,2,2,5,145,870,closed-lemma,lemma-B-passover,
120,7,0,2,2,6,146,871,closed-lemma,lemma-B-passover,
120,8,0,2,2,3,144,869,closed-lemma,lemma-B-passover,
120,8,0,2,2,4,145,870,closed-lemma,lemma-B-passover,
120,8,0,2,2,5,146,871,closed-lemma,lemma-B-passover,
120,9,0,2,2,2,144,869,closed-lemma,lemma-B-passover,
120,9,0,2,2,3,145,870,closed-lemma,lemma-B-passover,
120,9,0,2,2,4,146,871,closed-lemma,lemma-B-passover,
120,10,0,2,2,1,144,869,closed-lemma,lemma-B-passover,
120,10,0,2,2,2,145,870,closed-lemma,lemma-B-passover,
120,10,0,2,2,3,146,871,closed-lemma,lemma-B-passover,
120,11,0,2,2,0,144,869,open,,perfect-ride-family(ATSP-closable)
120,11,0,2,2,1,145,870,closed-lemma,lemma-B-passover,
120,11,0,2,2,2,146,871,closed-lemma,lemma-B-passover,
120,12,0,2,2,0,145,870,open,,perfect-ride-family(ATSP-closable)
120,12,0,2,2,1,146,871,closed-lemma,lemma-B-passover,
120,13,0,2,2,0,146,871,open,,perfect-ride-family(ATSP-closable)
120,0,1,2,2,9,144,869,closed-lemma,lemma-B-passover,
120,0,1,2,2,10,145,870,closed-lemma,lemma-B-passover,
120,0,1,2,2,11,146,871,closed-lemma,lemma-B-passover,
120,1,1,2,2,8,144,869,closed-lemma,lemma-B-passover,
120,1,1,2,2,9,145,870,closed-lemma,lemma-B-passover,
120,1,1,2,2,10,146,871,closed-lemma,lemma-B-passover,
120,2,1,2,2,7,144,869,closed-lemma,lemma-B-passover,
120,2,1,2,2,8,145,870,closed-lemma,lemma-B-passover,
120,2,1,2,2,9,146,871,closed-lemma,lemma-B-passover,
120,3,1,2,2,6,144,869,closed-lemma,lemma-B-passover,
120,3,1,2,2,7,145,870,closed-lemma,lemma-B-passover,
120,3,1,2,2,8,146,871,closed-lemma,lemma-B-passover,
120,4,1,2,2,5,144,869,closed-lemma,lemma-B-passover,
120,4,1,2,2,6,145,870,closed-lemma,lemma-B-passover,
120,4,1,2,2,7,146,871,closed-lemma,lemma-B-passover,
120,5,1,2,2,4,144,869,closed-lemma,lemma-B-passover,
120,5,1,2,2,5,145,870,closed-lemma,lemma-B-passover,
120,5,1,2,2,6,146,871,closed-lemma,lemma-B-passover,
120,6,1,2,2,3,144,869,closed-lemma,lemma-B-passover,
120,6,1,2,2,4,145,870,closed-lemma,lemma-B-passover,
120,6,1,2,2,5,146,871,closed-lemma,lemma-B-passover,
120,7,1,2,2,2,144,869,closed-lemma,lemma-B-passover,
120,7,1,2,2,3,145,870,closed-lemma,lemma-B-passover,
120,7,1,2,2,4,146,871,closed-lemma,lemma-B-passover,
120,8,1,2,2,1,144,869,closed-lemma,lemma-B-passover,
120,8,1,2,2,2,145,870,closed-lemma,lemma-B-passover,
120,8,1,2,2,3,146,871,closed-lemma,lemma-B-passover,
120,9,1,2,2,0,144,869,open,,perfect-ride-family(ATSP-closable)
120,9,1,2,2,1,145,870,closed-lemma,lemma-B-passover,
120,9,1,2,2,2,146,871,closed-lemma,lemma-B-passover,
120,10,1,2,2,0,145,870,open,,perfect-ride-family(ATSP-closable)
120,10,1,2,2,1,146,871,closed-lemma,lemma-B-passover,
120,11,1,2,2,0,146,871,open,,perfect-ride-family(ATSP-closable)
120,0,2,2,2,7,144,869,closed-lemma,lemma-B-passover,
120,0,2,2,2,8,145,870,closed-lemma,lemma-B-passover,
120,0,2,2,2,9,146,871,closed-lemma,lemma-B-passover,
120,1,2,2,2,6,144,869,closed-lemma,lemma-B-passover,
120,1,2,2,2,7,145,870,closed-lemma,lemma-B-passover,
120,1,2,2,2,8,146,871,closed-lemma,lemma-B-passover,
120,2,2,2,2,5,144,869,closed-lemma,lemma-B-passover,
120,2,2,2,2,6,145,870,closed-lemma,lemma-B-passover,
120,2,2,2,2,7,146,871,closed-lemma,lemma-B-passover,
120,3,2,2,2,4,144,869,closed-lemma,lemma-B-passover,
120,3,2,2,2,5,145,870,closed-lemma,lemma-B-passover,
120,3,2,2,2,6,146,871,closed-lemma,lemma-B-passover,
120,4,2,2,2,3,144,869,closed-lemma,lemma-B-passover,
120,4,2,2,2,4,145,870,closed-lemma,lemma-B-passover,
120,4,2,2,2,5,146,871,closed-lemma,lemma-B-passover,
120,5,2,2,2,2,144,869,closed-lemma,lemma-B-passover,
120,5,2,2,2,3,145,870,closed-lemma,lemma-B-passover,
120,5,2,2,2,4,146,871,closed-lemma,lemma-B-passover,
120,6,2,2,2,1,144,869,closed-lemma,lemma-B-passover,
120,6,2,2,2,2,145,870,closed-lemma,lemma-B-passover,
120,6,2,2,2,3,146,871,closed-lemma,lemma-B-passover,
120,7,2,2,2,0,144,869,open,,perfect-ride-family(ATSP-closable)
120,7,2,2,2,1,145,870,closed-lemma,lemma-B-passover,
120,7,2,2,2,2,146,871,closed-lemma,lemma-B-passover,
120,8,2,2,2,0,145,870,open,,perfect-ride-family(ATSP-closable)
120,8,2,2,2,1,146,871,closed-lemma,lemma-B-passover,
120,9,2,2,2,0,146,871,open,,perfect-ride-family(ATSP-closable)
120,0,3,2,2,5,144,869,closed-lemma,lemma-B-passover,
120,0,3,2,2,6,145,870,closed-lemma,lemma-B-passover,
120,0,3,2,2,7,146,871,closed-lemma,lemma-B-passover,
120,1,3,2,2,4,144,869,closed-lemma,lemma-B-passover,
120,1,3,2,2,5,145,870,closed-lemma,lemma-B-passover,
120,1,3,2,2,6,146,871,closed-lemma,lemma-B-passover,
120,2,3,2,2,3,144,869,closed-lemma,lemma-B-passover,
120,2,3,2,2,4,145,870,closed-lemma,lemma-B-passover,
120,2,3,2,2,5,146,871,closed-lemma,lemma-B-passover,
120,3,3,2,2,2,144,869,closed-lemma,lemma-B-passover,
120,3,3,2,2,3,145,870,closed-lemma,lemma-B-passover,
120,3,3,2,2,4,146,871,closed-lemma,lemma-B-passover,
120,4,3,2,2,1,144,869,closed-lemma,lemma-B-passover,
120,4,3,2,2,2,145,870,closed-lemma,lemma-B-passover,
120,4,3,2,2,3,146,871,closed-lemma,lemma-B-passover,
120,5,3,2,2,0,144,869,open,,perfect-ride-family(ATSP-closable)
120,5,3,2,2,1,145,870,closed-lemma,lemma-B-passover,
120,5,3,2,2,2,146,871,closed-lemma,lemma-B-passover,
120,6,3,2,2,0,145,870,open,,perfect-ride-family(ATSP-closable)
120,6,3,2,2,1,146,871,closed-lemma,lemma-B-passover,
120,7,3,2,2,0,146,871,open,,perfect-ride-family(ATSP-closable)
120,0,4,2,2,3,144,869,closed-lemma,lemma-B-passover,
120,0,4,2,2,4,145,870,closed-lemma,lemma-B-passover,
120,0,4,2,2,5,146,871,closed-lemma,lemma-B-passover,
120,1,4,2,2,2,144,869,closed-lemma,lemma-B-passover,
120,1,4,2,2,3,145,870,closed-lemma,lemma-B-passover,
120,1,4,2,2,4,146,871,closed-lemma,lemma-B-passover,
120,2,4,2,2,1,144,869,closed-lemma,lemma-B-passover,
120,2,4,2,2,2,145,870,closed-lemma,lemma-B-passover,
120,2,4,2,2,3,146,871,closed-lemma,lemma-B-passover,
120,3,4,2,2,0,144,869,open,,perfect-ride-family(ATSP-closable)
120,3,4,2,2,1,145,870,closed-lemma,lemma-B-passover,
120,3,4,2,2,2,146,871,closed-lemma,lemma-B-passover,
120,4,4,2,2,0,145,870,open,,perfect-ride-family(ATSP-closable)
120,4,4,2,2,1,146,871,closed-lemma,lemma-B-passover,
120,5,4,2,2,0,146,871,open,,perfect-ride-family(ATSP-closable)
120,0,5,2,2,1,144,869,closed-lemma,lemma-B-passover,
120,0,5,2,2,2,145,870,closed-lemma,lemma-B-passover,
120,0,5,2,2,3,146,871,closed-lemma,lemma-B-passover,
120,1,5,2,2,0,144,869,open,,perfect-ride-family(ATSP-closable)
120,1,5,2,2,1,145,870,closed-lemma,lemma-B-passover,
120,1,5,2,2,2,146,871,closed-lemma,lemma-B-passover,
120,2,5,2,2,0,145,870,open,,perfect-ride-family(ATSP-closable)
120,2,5,2,2,1,146,871,closed-lemma,lemma-B-passover,
120,3,5,2,2,0,146,871,open,,perfect-ride-family(ATSP-closable)
120,0,6,2,2,0,145,870,open,,perfect-ride-family(ATSP-closable)
120,0,6,2,2,1,146,871,closed-lemma,lemma-B-passover,
120,1,6,2,2,0,146,871,open,,perfect-ride-family(ATSP-closable)
120,0,0,3,2,8,144,869,closed-lemma,lemma-B-passover,
120,0,0,3,2,9,145,870,closed-lemma,lemma-B-passover,
120,0,0,3,2,10,146,871,closed-lemma,lemma-B-passover,
120,1,0,3,2,7,144,869,closed-lemma,lemma-B-passover,
120,1,0,3,2,8,145,870,closed-lemma,lemma-B-passover,
120,1,0,3,2,9,146,871,closed-lemma,lemma-B-passover,
120,2,0,3,2,6,144,869,closed-lemma,lemma-B-passover,
120,2,0,3,2,7,145,870,closed-lemma,lemma-B-passover,
120,2,0,3,2,8,146,871,closed-lemma,lemma-B-passover,
120,3,0,3,2,5,144,869,closed-lemma,lemma-B-passover,
120,3,0,3,2,6,145,870,closed-lemma,lemma-B-passover,
120,3,0,3,2,7,146,871,closed-lemma,lemma-B-passover,
120,4,0,3,2,4,144,869,closed-lemma,lemma-B-passover,
120,4,0,3,2,5,145,870,closed-lemma,lemma-B-passover,
120,4,0,3,2,6,146,871,closed-lemma,lemma-B-passover,
120,5,0,3,2,3,144,869,closed-lemma,lemma-B-passover,
120,5,0,3,2,4,145,870,closed-lemma,lemma-B-passover,
120,5,0,3,2,5,146,871,closed-lemma,lemma-B-passover,
120,6,0,3,2,2,144,869,closed-lemma,lemma-B-passover,
