timestamp,index,pattern,K,Sigma,engine,outcome,best_partial,minutes,worker_pid,word_file
2026-07-28T00:08:36,206,6666466646664663666466646636666,31,16,sat,TIMEOUT-KILLED,,33.0,14356,
2026-07-28T00:09:19,207,6666466646664663666466646646665,31,16,sat,TIMEOUT-KILLED,,33.0,17176,
2026-07-28T00:07:41,208,6666466646664664464666466646666,31,16,sat,UNSAT,,30.63,24048,
2026-07-28T00:10:28,209,6666466646664664466466466646666,31,16,sat,TIMEOUT-KILLED,,33.0,3604,
2026-07-28T00:10:48,210,6666466646664664466466646664666,31,16,sat,TIMEOUT-KILLED,,33.0,12664,
2026-07-28T00:11:07,211,6666466646664664663666366646666,31,16,sat,TIMEOUT-KILLED,,33.0,5780,
2026-07-28T00:13:45,212,6666466646664664664466466646666,31,16,sat,TIMEOUT-KILLED,,33.0,8496,
2026-07-28T00:14:13,213,6666466646664664666266646646666,31,16,sat,TIMEOUT-KILLED,,33.0,20108,
2026-07-28T00:16:35,214,6666466646664664666266646664666,31,16,sat,TIMEOUT-KILLED,,33.0,2060,
2026-07-28T00:18:01,215,6666466646664664666446664664666,31,16,sat,TIMEOUT-KILLED,,33.0,25048,
2026-07-28T00:19:32,216,6666466646664664666446664666466,31,16,sat,TIMEOUT-KILLED,,33.0,12244,
2026-07-28T00:03:20,217,6666466646664664666466366636666,31,16,sat,UNSAT,,14.33,16852,
2026-07-28T00:23:28,218,6666466646664664666466626646666,31,16,sat,TIMEOUT-KILLED,,33.0,26568,
2026-07-28T00:14:41,219,6666466646664664666466646446666,31,16,sat,UNSAT,,11.35,16852,
2026-07-28T00:26:08,220,6666466646664664666466646644666,31,16,sat,UNSAT,,22.66,4824,
2026-07-28T00:05:02,221,6666466646664664666466646646646,31,16,sat,UNSAT,,0.02,28972,
2026-07-28T00:05:05,222,6666466646664664666466646646664,31,16,sat,UNSAT,,0.04,28972,
