file	orient	S	D	fFWDEND	fFWDSTART	fREVEND	fREVSTART	sFWDEND	sFWDSTART	sREVEND	sREVSTART
5906.lswap-be4759bc731a.txt	R	844	17	1	1	1	1	0	0	0	0
5906.lswap-c394b34cb7cc.txt	F	844	17	1	1	2	2	0	0	0	0
5906.lswap-c394b34cb7cc.txt	R	844	17	1	1	2	2	0	0	0	0
5906.lswap-c55c2b0fbb0f.txt	F	844	17	1	1	1	1	0	0	0	0
5906.lswap-c55c2b0fbb0f.txt	R	844	17	1	1	1	1	0	0	0	0
5906.lswap-cae9c3b46793.txt	F	844	17	1	1	1	1	0	0	0	0
5906.lswap-cae9c3b46793.txt	R	844	17	1	1	1	1	0	0	0	0
5906.lswap-cf5ecb0e9ecc.txt	F	844	17	1	1	1	1	0	0	0	0
5906.lswap-cf5ecb0e9ecc.txt	R	844	17	1	1	1	1	0	0	0	0
5906.lswap-cf8339eb5ca7.txt	F	840	21	1	1	1	1	0	0	0	0
5906.lswap-cf8339eb5ca7.txt	R	840	21	1	1	1	1	0	0	0	0
5906.lswap-d252e4d38aa9.txt	F	844	17	1	1	1	1	0	0	0	0
5906.lswap-d252e4d38aa9.txt	R	844	17	1	1	1	1	0	0	0	0
5906.lswap-d515e64b87be.txt	F	844	17	1	1	2	2	0	0	0	0
5906.lswap-d515e64b87be.txt	R	844	17	1	1	2	2	0	0	0	0
5906.lswap-db110b7302cf.txt	F	838	23	1	1	2	2	0	0	0	0
5906.lswap-db110b7302cf.txt	R	838	23	1	1	2	2	0	0	0	0
5906.lswap-dcc866de4e11.txt	F	844	17	1	1	1	1	0	0	0	0
5906.lswap-dcc866de4e11.txt	R	844	17	1	1	1	1	0	0	0	0
5906.lswap-df71274e07be.txt	F	844	17	1	1	1	1	0	0	0	0
5906.lswap-df71274e07be.txt	R	844	17	1	1	1	1	0	0	0	0
5906.lswap-e0920da719d9.txt	F	844	17	1	1	1	1	0	0	0	0
5906.lswap-e0920da719d9.txt	R	844	17	1	1	1	1	0	0	0	0
5906.lswap-e145b859ca30.txt	F	844	17	1	1	1	1	0	0	0	0
5906.lswap-e145b859ca30.txt	R	844	17	1	1	1	1	0	0	0	0
5906.lswap-e21e24656b8e.txt	F	844	17	1	1	1	1	0	0	0	0
5906.lswap-e21e24656b8e.txt	R	844	17	1	1	1	1	0	0	0	0
5906.lswap-e2d18fca77cb.txt	F	844	17	1	1	1	1	0	0	0	0
5906.lswap-e2d18fca77cb.txt	R	844	17	1	1	1	1	0	0	0	0
5906.lswap-e59a6239aa79.txt	F	844	17	1	1	1	1	0	0	0	0
5906.lswap-e59a6239aa79.txt	R	844	17	1	1	1	1	0	0	0	0
5906.lswap-e73e096376f0.txt	F	844	17	1	1	1	1	0	0	0	0
5906.lswap-e73e096376f0.txt	R	844	17	1	1	1	1	0	0	0	0
5906.lswap-ebd38bf2c1cd.txt	F	839	22	1	1	1	1	0	0	0	0
5906.lswap-ebd38bf2c1cd.txt	R	839	22	1	1	1	1	0	0	0	0
5906.lswap-eeb9a73f4b33.txt	F	844	17	1	1	1	1	0	0	0	0
5906.lswap-eeb9a73f4b33.txt	R	844	17	1	1	1	1	0	0	0	0
5906.lswap-f4c2deec7c96.txt	F	842	19	1	1	1	1	1	1	0	0
5906.lswap-f4c2deec7c96.txt	R	842	19	1	1	1	1	1	1	0	0
5906.lswap-f6dbf9989449.txt	F	844	17	1	1	1	1	0	0	0	0
5906.lswap-f6dbf9989449.txt	R	844	17	1	1	1	1	0	0	0	0
5906.lswap-f8f86258580e.txt	F	844	17	1	1	2	2	0	0	0	0
5906.lswap-f8f86258580e.txt	R	844	17	1	1	2	2	0	0	0	0
5906.lswap-fde8e0f0f322.txt	F	844	17	1	1	2	2	0	0	0	0
5906.lswap-fde8e0f0f322.txt	R	844	17	1	1	2	2	0	0	0	0
5906.rbnd-0dad091b8ac4.txt	F	843	18	1	1	2	1	0	1	1	0
5906.rbnd-0dad091b8ac4.txt	R	843	18	1	1	1	2	1	0	0	1
5906.rbnd-2641d60c9d5c.txt	F	843	18	1	1	1	2	1	0	0	1
5906.rbnd-2641d60c9d5c.txt	R	843	18	1	1	2	1	0	1	1	0
5906.rbnd-c44d48fbd52c.txt	F	843	18	1	1	2	1	0	1	1	0
5906.rbnd-c44d48fbd52c.txt	R	843	18	1	1	1	2	1	0	0	1
5906.rbnd-e9623244f6b1.txt	F	843	18	1	1	2	1	0	1	1	0
5906.rbnd-e9623244f6b1.txt	R	843	18	1	1	1	2	1	0	0	1
