lift873_source	lift873_target	source_872	landing_872	verdict
873.w4lift-0cc36aa58d81.txt	873.w4lift-362c4c38f675.txt	872.up-9789736bc244.txt	872.up-e83cf969d73c.txt	BRIDGE
873.w4lift-0cc36aa58d81.txt	873.w4lift-661c9530f76f.txt	872.up-9789736bc244.txt	872.up-51acc2b57f20.txt	BRIDGE
873.w4lift-0ce6c400d007.txt	873.w4lift-eddffc8411f7.txt	872.up-c7c99a123a53.txt	872.up-f7288f90905a.txt	BRIDGE
873.w4lift-0dad3d6ca96d.txt	873.w4lift-1954bb004e51.txt	872.up-1a0a8d9b784f.txt	872.up-5bbbdfa4bdad.txt	BRIDGE
873.w4lift-0e76e182d4b1.txt	873.w4lift-080f6c45c387.txt	872.up-8744a153bd86.txt	872.up-8bc7f2b2ef49.txt	BRIDGE
873.w4lift-0e76e182d4b1.txt	873.w4lift-09562fda7acf.txt	872.up-8744a153bd86.txt	872.up-238fdb108a17.txt	BRIDGE
873.w4lift-0e76e182d4b1.txt	873.w4lift-4d9a43ee2678.txt	872.up-8744a153bd86.txt	872.up-957a68729445.txt	BRIDGE
873.w4lift-0e76e182d4b1.txt	873.w4lift-9df2ff1c4dd0.txt	872.up-8744a153bd86.txt	872.up-a9e8dd3c28fa.txt	BRIDGE
873.w4lift-0e76e182d4b1.txt	873.w4lift-a06295a0379d.txt	872.up-8744a153bd86.txt	872.up-96f42b583ba8.txt	BRIDGE
873.w4lift-0e76e182d4b1.txt	873.w4lift-b3535203faac.txt	872.up-8744a153bd86.txt	872.up-64bed4551eed.txt	BRIDGE
873.w4lift-0e76e182d4b1.txt	873.w4lift-ec7a591181ef.txt	872.up-8744a153bd86.txt	872.up-6e927d4108a3.txt	BRIDGE
873.w4lift-0fcf9c3ad140.txt	873.w4lift-380da33f0c08.txt	872.up-9034d1926b2a.txt	872.up-dfd252dce273.txt	BRIDGE
873.w4lift-100b5ed6badb.txt	873.w4lift-2c2e132881a6.txt	872.up-51acc2b57f20.txt	872.up-9789736bc244.txt	BRIDGE
873.w4lift-10259551e038.txt	873.w4lift-5d22ce1f2906.txt	872.up-608669725f5b.txt	872.up-453e9a5aeba6.txt	BRIDGE
873.w4lift-10259551e038.txt	873.w4lift-c4185d2d44df.txt	872.up-608669725f5b.txt	872.up-5f1820a515a6.txt	BRIDGE
873.w4lift-11e56b8b5879.txt	873.w4lift-24014ed211a5.txt	872.up-939ba9cd96c0.txt	872.up-bfd5537c5d4c.txt	BRIDGE
873.w4lift-12b36f40d22e.txt	873.w4lift-7b829ed573c6.txt	872.up-80155e63e281.txt	872.up-dcb5b2c1d312.txt	BRIDGE
873.w4lift-12f8e1413b53.txt	873.w4lift-1302beec9d26.txt	872.up-fc1e7ffbfa6b.txt	872.up-2c1494154ea6.txt	BRIDGE
873.w4lift-1302beec9d26.txt	873.w4lift-09562fda7acf.txt	872.up-2c1494154ea6.txt	872.up-238fdb108a17.txt	BRIDGE
873.w4lift-1302beec9d26.txt	873.w4lift-12f8e1413b53.txt	872.up-2c1494154ea6.txt	872.up-fc1e7ffbfa6b.txt	BRIDGE
873.w4lift-1302beec9d26.txt	873.w4lift-97c55efd9af4.txt	872.up-2c1494154ea6.txt	872.up-fb08668baa5d.txt	BRIDGE
873.w4lift-16483de5a904.txt	873.w4lift-3e0817675924.txt	872.up-3971f0347aee.txt	872.up-78dd9e9830df.txt	BRIDGE
873.w4lift-1686c85adbff.txt	873.w4lift-c1e73df81c24.txt	872.up-b771392d14db.txt	872.up-e9a840c63948.txt	BRIDGE
873.w4lift-18373c4593df.txt	873.w4lift-ec4706478f57.txt	872.up-bf2577972c2d.txt	872.up-dd2f20730b11.txt	BRIDGE
873.w4lift-1954bb004e51.txt	873.w4lift-0dad3d6ca96d.txt	872.up-5bbbdfa4bdad.txt	872.up-1a0a8d9b784f.txt	BRIDGE
873.w4lift-19f024bc6c24.txt	873.w4lift-d43ca34f4e35.txt	872.up-dd2f20730b11.txt	872.up-bf2577972c2d.txt	BRIDGE
873.w4lift-19f024bc6c24.txt	873.w4lift-fb70d1111e45.txt	872.up-dd2f20730b11.txt	872.up-27a966451c87.txt	BRIDGE
873.w4lift-1ba8f80e8e98.txt	873.w4lift-f912b33a2a90.txt	872.up-bfd5537c5d4c.txt	872.up-939ba9cd96c0.txt	BRIDGE
873.w4lift-1d2097b547c0.txt	873.w4lift-bcf14f4c0f61.txt	872.up-358347036529.txt	872.up-cd67e383d468.txt	BRIDGE
873.w4lift-1f7ce0c40e4e.txt	873.w4lift-ef002e98cad0.txt	872.up-2068031bb86d.txt	872.up-8658d199213d.txt	BRIDGE
873.w4lift-1f9a3a6ad084.txt	873.w4lift-a6f43bef475b.txt	872.up-441620668166.txt	872.up-4c777dfe1f22.txt	BRIDGE
873.w4lift-211066b4efa1.txt	873.w4lift-2e40dd560205.txt	872.up-ef5decf11b0d.txt	872.up-f582b4de11b3.txt	BRIDGE
873.w4lift-23ebf37c4b7d.txt	873.w4lift-ea9b71f9f63e.txt	872.up-048c6471a367.txt	872.up-064ebac8c68c.txt	BRIDGE
873.w4lift-24014ed211a5.txt	873.w4lift-11e56b8b5879.txt	872.up-bfd5537c5d4c.txt	872.up-939ba9cd96c0.txt	BRIDGE
873.w4lift-2472d27a4a58.txt	873.w4lift-c15c3b7de0d2.txt	872.up-8e5f5a150c5b.txt	872.up-69cfcee897b0.txt	BRIDGE
873.w4lift-2526814c80b7.txt	873.w4lift-b2346d89751d.txt	872.up-a7722221f832.txt	872.up-e0fb97e448b2.txt	BRIDGE
873.w4lift-263224329d9d.txt	873.w4lift-a776d286758c.txt	872.up-8658d199213d.txt	872.up-2068031bb86d.txt	BRIDGE
873.w4lift-276c8aeb2501.txt	873.w4lift-968f91aad8a6.txt	872.up-50e80db18080.txt	872.up-4869a9da5453.txt	BRIDGE
873.w4lift-27d9a372c798.txt	873.w4lift-934474ce0c55.txt	872.up-4c777dfe1f22.txt	872.up-441620668166.txt	BRIDGE
873.w4lift-280bfe3f86db.txt	873.w4lift-9606b423c504.txt	872.up-e83cf969d73c.txt	872.up-9789736bc244.txt	BRIDGE
873.w4lift-2827cd1a0c0b.txt	873.w4lift-e2e7e9e7db97.txt	872.up-064ebac8c68c.txt	872.up-048c6471a367.txt	BRIDGE
873.w4lift-2a2ab46bad7f.txt	873.w4lift-9dbab8172278.txt	872.up-5bbbdfa4bdad.txt	872.up-1a0a8d9b784f.txt	BRIDGE
