n	source_class	target_class	rule
7	5907.w4lift-032cf45d2ac3.txt	5907.w4lift-3bec2912a552.txt	ab88abce72ba
7	5907.w4lift-032cf45d2ac3.txt	5907.w4lift-9f4ed5191b67.txt	311e9750fe53
7	5907.w4lift-032cf45d2ac3.txt	5907.w4lift-cc9fc0ef424a.txt	ab88abce72ba
7	5907.w4lift-0418cb9260ae.txt	5907.w4lift-18d218e3614f.txt	ab88abce72ba
7	5907.w4lift-0418cb9260ae.txt	5907.w4lift-4ad8fd5ffc98.txt	9729dc5f53f8
7	5907.w4lift-0418cb9260ae.txt	5907.w4lift-71e2791cb656.txt	51c13efc7a14
7	5907.w4lift-0418cb9260ae.txt	5907.w4lift-abbf0b83f5f2.txt	ab88abce72ba
7	5907.w4lift-0418cb9260ae.txt	5907.w4lift-b98356445406.txt	172c8ba32158
7	5907.w4lift-0418cb9260ae.txt	5907.w4lift-f7317cf14b6e.txt	32eb67461a38
7	5907.w4lift-0418cb9260ae.txt	5907.w4lift-fc567658fc77.txt	9a1f3be55831
7	5907.w4lift-0418cb9260ae.txt	5907.w4lift-fc567658fc77.txt	af1df8c730b3
7	5907.w4lift-04c898c73c62.txt	5907.w4lift-08210f1c16a0.txt	1fbf82fb2187
7	5907.w4lift-04c898c73c62.txt	5907.w4lift-097d01eaddb9.txt	ecad0e65a5d2
7	5907.w4lift-04c898c73c62.txt	5907.w4lift-0fc17b401159.txt	b4dfc6692083
7	5907.w4lift-04c898c73c62.txt	5907.w4lift-177bb009e3ce.txt	746b5fef63fc
7	5907.w4lift-04c898c73c62.txt	5907.w4lift-208b728dbc49.txt	ab88abce72ba
7	5907.w4lift-04c898c73c62.txt	5907.w4lift-231c44b74cdf.txt	ab88abce72ba
7	5907.w4lift-04c898c73c62.txt	5907.w4lift-2914e81572fa.txt	a50ba88437d8
7	5907.w4lift-04c898c73c62.txt	5907.w4lift-2f67f2643eeb.txt	8e3fa11cbde7
7	5907.w4lift-04c898c73c62.txt	5907.w4lift-319dff1ab25a.txt	7dfddb482d3c
