rule_id	n	shape_eo_ei_do_di	source_tables	n_pairs	inverse_id	inverse_present	rev_frame_id	rev_present	invrev_id	undirected_object	undirected_mult	reversal_object	reversal_mult	full_object	full_mult	census_undirected_edges	edgeset_group	census_undirected_edges	edgeset_group
205e00aedd5c	7	156,156,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	1d9d6b4be098	Y	c65aef8bfb75	Y	6956c983c235	1d9d6b4be098	2	205e00aedd5c	2	1d9d6b4be098	4	2	E0080	2	E0080
21134d34e6b2	7	49,48,1,2	rules_n7.tsv,rules_n7_a256.tsv	rules_n7.tsv=1,rules_n7_a256.tsv=1	68b839f8740c	Y	16fbb35027fe	N	21d49b444c2e	21134d34e6b2	2	21134d34e6b2	1	21134d34e6b2	2	1	E0090	1	E0090
211974864876	7	72,72,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=7	4ad13835a281	Y	33825def0181	N	53388a51deab	211974864876	2	211974864876	1	211974864876	2	8	E0091	8	E0091
2135df7e3613	7	522,516,3,9	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	e9e6b5ef5278	Y	2135df7e3613	Y	e9e6b5ef5278	2135df7e3613	2	2135df7e3613	1	2135df7e3613	2	1	E0092	1	E0092
214cd7ac6e3f	7	396,402,9,3	rules_n7_a256.tsv,rules_n7_a4840_gen2.tsv	rules_n7_a256.tsv=1,rules_n7_a4840_gen2.tsv=1	a086d7bc1418	Y	214cd7ac6e3f	Y	a086d7bc1418	214cd7ac6e3f	2	214cd7ac6e3f	1	214cd7ac6e3f	2	1	E0093	1	E0093
21a14dac12e8	7	180,180,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	be1ffc91f1cd	Y	d17fd944a87d	N	30f4657e2f6e	21a14dac12e8	2	21a14dac12e8	1	21a14dac12e8	2	4	E0094	4	E0094
223da8cfb8a5	7	72,72,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=5	7da937df9f1b	Y	440cb30f5d12	N	9409fdd5d1e7	223da8cfb8a5	2	223da8cfb8a5	1	223da8cfb8a5	2	8	E0095	8	E0095
224ee0b368b2	7	84,84,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	237fa4d654ed	Y	224ee0b368b2	Y	237fa4d654ed	224ee0b368b2	2	224ee0b368b2	1	224ee0b368b2	2	1	E0096	1	E0096
2257058c3d2d	7	48,48,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=13	f4276d62e543	Y	43c0b93537e4	N	987ab10cc3d6	2257058c3d2d	2	2257058c3d2d	1	2257058c3d2d	2	20	E0097	20	E0097
234ee4fddece	7	48,48,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=2	1349ff4d86ac	Y	90e996ea7480	N	cee7494fd232	1349ff4d86ac	2	234ee4fddece	1	1349ff4d86ac	2	4	E0051	4	E0051
237fa4d654ed	7	84,84,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	224ee0b368b2	Y	237fa4d654ed	Y	224ee0b368b2	224ee0b368b2	2	237fa4d654ed	1	224ee0b368b2	2	1	E0096	1	E0096
2385661fb60e	7	72,72,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	f929134a1b76	Y	ceaf9e8f25f1	Y	e1f44691aec8	2385661fb60e	2	2385661fb60e	2	2385661fb60e	4	4	E0098	4	E0098
23e5226ea9dd	7	72,72,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	7e77409c1574	Y	b3eacc1868b2	N	26357b845d60	23e5226ea9dd	2	23e5226ea9dd	1	23e5226ea9dd	2	2	E0099	2	E0099
240d550552a3	7	84,84,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=2	99fff9a726b2	Y	dd528f18aec2	N	4af5e55ad156	240d550552a3	2	240d550552a3	1	240d550552a3	2	4	E0100	4	E0100
248b3fffc1c2	7	426,432,9,3	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	959f5284bc34	Y	560962cc1749	N	71d4d93d814f	248b3fffc1c2	2	248b3fffc1c2	1	248b3fffc1c2	2	1	E0101	1	E0101
260bf1dba9d6	7	84,84,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	89adfdaeb650	Y	71630e0fbec2	N	918ea3d5c49c	260bf1dba9d6	2	260bf1dba9d6	1	260bf1dba9d6	2	4	E0102	4	E0102
261467a93592	7	84,84,0,0	rules_n7_a256.tsv,rules_n7_a4840_gen2.tsv	rules_n7_a256.tsv=1,rules_n7_a4840_gen2.tsv=1	a5bfbb3d0e8e	Y	261467a93592	Y	a5bfbb3d0e8e	261467a93592	2	261467a93592	1	261467a93592	2	1	E0103	1	E0103
2646e152c820	7	186,186,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	203b9da4a4f9	Y	f81aa7671e47	N	d55f13f5cad4	203b9da4a4f9	2	2646e152c820	1	203b9da4a4f9	2	2	E0089	2	E0089
2700c8747c7b	7	168,168,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	0e43e84ca1d0	Y	74cde6efc00e	N	4ac50e0ad05c	0e43e84ca1d0	2	2700c8747c7b	1	0e43e84ca1d0	2	2	E0039	2	E0039
279bcba663d9	7	138,138,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	709cf47fa2d3	Y	ff4cfd62723a	Y	8709489b69c1	279bcba663d9	2	279bcba663d9	2	279bcba663d9	4	4	E0104	4	E0104
27a0227e11e9	7	462,468,9,3	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	b9ccc01f991f	Y	24b05004905d	N	aefc8aaa21cf	27a0227e11e9	2	27a0227e11e9	1	27a0227e11e9	2	1	E0105	1	E0105
27b09fd682e3	7	108,108,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=3	45a947482465	Y	d3d61412dc56	Y	4397e30222b2	27b09fd682e3	2	27b09fd682e3	2	27b09fd682e3	4	8	E0106	8	E0106
27becabec391	7	150,150,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=4	61e671455635	Y	2adc61092ab6	N	e466cbfe715b	27becabec391	2	27becabec391	1	27becabec391	2	16	E0107	16	E0107
27db135a20ba	7	198,198,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	e0ba5cd5244d	Y	1d839add1464	N	689cbbb0422e	27db135a20ba	2	27db135a20ba	1	27db135a20ba	2	4	E0108	4	E0108
28343f6d7386	7	24,25,2,1	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=2	105e326bc51e	Y	380bebbab32b	N	2595a1b3d86e	105e326bc51e	2	28343f6d7386	1	105e326bc51e	2	2	E0045	2	E0045
28744d6ad86e	7	306,306,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	8f91910212c5	Y	4959ab5be3b2	N	d5b500158428	28744d6ad86e	2	28744d6ad86e	1	28744d6ad86e	2	1	E0109	1	E0109
28e415dd7f02	7	48,48,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	c26c151d9d54	Y	c26c151d9d54	Y	28e415dd7f02	28e415dd7f02	2	28e415dd7f02	2	28e415dd7f02	2	2	E0110	2	E0110
28eb250a68ea	7	108,108,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	bbdd86597cc7	Y	13416a9ebf5e	N	08e363636900	28eb250a68ea	2	28eb250a68ea	1	28eb250a68ea	2	2	E0111	2	E0111
2917468c0fac	7	426,420,3,9	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	73139a04654a	Y	ac13e9a751f0	N	e7517ef42eb3	2917468c0fac	2	2917468c0fac	1	2917468c0fac	2	1	E0112	1	E0112
292c02641e63	7	72,72,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=2	fb61739cb012	Y	a89df6442166	Y	939426db79b6	292c02641e63	2	292c02641e63	2	292c02641e63	4	4	E0113	4	E0113
298e146c1b51	7	66,66,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	b0362bc0097e	Y	79b5eae879e0	N	6deb45cfc12b	298e146c1b51	2	298e146c1b51	1	298e146c1b51	2	1	E0114	1	E0114
29acfe26c3eb	7	72,72,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=2	ba9ea1eefc0d	Y	52016e35d109	N	a35085a6bdae	29acfe26c3eb	2	29acfe26c3eb	1	29acfe26c3eb	2	8	E0115	8	E0115
2a00cff26db3	7	156,156,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	3ab705716374	Y	fc915925a29e	Y	c600828cb5e3	2a00cff26db3	2	2a00cff26db3	2	2a00cff26db3	4	2	E0116	2	E0116
2a574f2daa75	7	210,210,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	038dbff96d7c	Y	69a9db06e6a2	N	3225a617f115	038dbff96d7c	2	2a574f2daa75	1	038dbff96d7c	2	2	E0010	2	E0010
2b1829f80cf7	7	150,150,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=2	c5eefe353bce	Y	ea2e7e5199fe	N	71c60d5b8159	2b1829f80cf7	2	2b1829f80cf7	1	2b1829f80cf7	2	8	E0117	8	E0117
2b5c256071ab	7	216,216,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	7a76f11797d8	Y	1631062d749b	N	44ea12e0de12	2b5c256071ab	2	2b5c256071ab	1	2b5c256071ab	2	4	E0118	4	E0118
2ba97d8a677f	7	450,444,3,9	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	9dc03b0de11a	Y	59cc54939cfd	N	5a812ddeba7a	2ba97d8a677f	2	2ba97d8a677f	1	2ba97d8a677f	2	1	E0119	1	E0119
2c06ce315361	7	84,84,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	e6d89f3f0d4c	Y	e3d94bfb7ed4	N	6e0964416fff	2c06ce315361	2	2c06ce315361	1	2c06ce315361	2	4	E0120	4	E0120
2c483ace0daa	7	474,468,3,9	rules_n7_a256.tsv,rules_n7_a4840_gen2.tsv	rules_n7_a256.tsv=1,rules_n7_a4840_gen2.tsv=1	4cacb912829b	Y	2c483ace0daa	Y	4cacb912829b	2c483ace0daa	2	2c483ace0daa	1	2c483ace0daa	2	1	E0121	1	E0121
2c806c1bf6e3	7	48,48,0,0	rules_n7.tsv,rules_n7_a256.tsv,rules_n7_a4840_gen2.tsv	rules_n7.tsv=10,rules_n7_a256.tsv=10,rules_n7_a4840_gen2.tsv=9	7c2769543fc5	Y	2c806c1bf6e3	Y	7c2769543fc5	2c806c1bf6e3	2	2c806c1bf6e3	1	2c806c1bf6e3	2	19	E0122	19	E0122
2ca0aa902a05	7	480,486,9,3	rules_n7_a256.tsv,rules_n7_a4840_gen2.tsv	rules_n7_a256.tsv=1,rules_n7_a4840_gen2.tsv=1	339d7fc0a36e	Y	2ca0aa902a05	Y	339d7fc0a36e	2ca0aa902a05	2	2ca0aa902a05	1	2ca0aa902a05	2	1	E0123	1	E0123
2cd2cc12e153	7	156,156,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	94fd6c73a0d1	Y	05db12227184	Y	a98e907ebc54	2cd2cc12e153	2	05db12227184	2	05db12227184	4	2	E0017	2	E0017
2dcd6251565a	7	72,72,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	fecd684a9442	Y	b03b93912a87	N	5628d47129ba	2dcd6251565a	2	2dcd6251565a	1	2dcd6251565a	2	16	E0124	16	E0124
2dd7827e5108	7	174,174,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=2	868b50be85a4	Y	996fb797508f	N	88588d22bc1e	2dd7827e5108	2	2dd7827e5108	1	2dd7827e5108	2	8	E0125	8	E0125
2e183a958884	7	48,48,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=3	e086d3c2a7ab	Y	9f0931e3b065	N	96765641390e	2e183a958884	2	2e183a958884	1	2e183a958884	2	4	E0126	4	E0126
2e62188e3c8b	7	48,48,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=14	48f9270682d9	Y	48f9270682d9	Y	2e62188e3c8b	2e62188e3c8b	2	2e62188e3c8b	2	2e62188e3c8b	2	16	E0127	16	E0127
2f9f850b1759	7	186,186,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	ae30533f923a	Y	6b1c07608186	N	1076974065b1	2f9f850b1759	2	2f9f850b1759	1	2f9f850b1759	2	2	E0128	2	E0128
30361e285fae	7	180,180,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	7c184c5270f6	Y	a5cddce6b8e1	N	b35537cca3e2	30361e285fae	2	30361e285fae	1	30361e285fae	2	4	E0129	4	E0129
306d4d2a2ee6	7	84,84,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=2	d07ef10057cc	Y	51c224be6f17	N	6710364e2368	306d4d2a2ee6	2	306d4d2a2ee6	1	306d4d2a2ee6	2	4	E0130	4	E0130
311e9750fe53	7	48,48,0,0	rules_n7_a256.tsv,rules_n7_a4840_gen2.tsv	rules_n7_a256.tsv=1,rules_n7_a4840_gen2.tsv=1	9ce30e66b306	Y	311e9750fe53	Y	9ce30e66b306	311e9750fe53	2	311e9750fe53	1	311e9750fe53	2	2	E0131	2	E0131
3123e32f64ba	7	198,198,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	af79b06ba137	Y	06ee24223baf	N	f96e11b39e77	3123e32f64ba	2	3123e32f64ba	1	3123e32f64ba	2	4	E0132	4	E0132
3187a6ab820d	7	49,48,1,2	rules_n7.tsv,rules_n7_a256.tsv	rules_n7.tsv=1,rules_n7_a256.tsv=1	172c8ba32158	Y	6a0ff2c5b0e5	N	2e1a3a5929ea	172c8ba32158	2	3187a6ab820d	1	172c8ba32158	2	1	E0063	1	E0063
31a6811f7e37	7	156,156,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	566247c9db1e	Y	b084b8ac8244	Y	ed39c8e00437	31a6811f7e37	2	31a6811f7e37	2	31a6811f7e37	4	2	E0133	2	E0133
32484de5d5f7	7	156,156,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=2	1d6a7fce6cd4	Y	32484de5d5f7	Y	1d6a7fce6cd4	1d6a7fce6cd4	2	32484de5d5f7	1	1d6a7fce6cd4	2	3	E0079	3	E0079
3289b1f63a42	7	96,96,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	033c72053344	Y	f78ad6a6c42e	N	16086fbbe2d0	033c72053344	2	3289b1f63a42	1	033c72053344	2	1	E0009	1	E0009
32af70a4999e	7	192,192,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=2	dbb15d86868a	Y	aa61c1c5939b	N	8810af69465e	32af70a4999e	2	32af70a4999e	1	32af70a4999e	2	8	E0134	8	E0134
32eb67461a38	7	24,25,2,1	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=2	a31aaa6bc575	Y	36beb6177e58	N	7b34c604ba8c	32eb67461a38	2	32eb67461a38	1	32eb67461a38	2	2	E0135	2	E0135
33247298e6a4	7	438,444,9,3	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	c91b7da25221	Y	78ee4ecae00f	N	86106eea8dc6	33247298e6a4	2	33247298e6a4	1	33247298e6a4	2	1	E0136	1	E0136
3394d4cf4ce9	7	36,36,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=3	67eacd157bbc	Y	b84e5852608b	Y	90d033b7ddbf	3394d4cf4ce9	2	3394d4cf4ce9	2	3394d4cf4ce9	4	8	E0137	8	E0137
339d7fc0a36e	7	486,480,3,9	rules_n7_a256.tsv,rules_n7_a4840_gen2.tsv	rules_n7_a256.tsv=1,rules_n7_a4840_gen2.tsv=1	2ca0aa902a05	Y	339d7fc0a36e	Y	2ca0aa902a05	2ca0aa902a05	2	339d7fc0a36e	1	2ca0aa902a05	2	1	E0123	1	E0123
34aee4e1cbda	7	426,420,3,9	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	40511750d713	Y	34aee4e1cbda	Y	40511750d713	34aee4e1cbda	2	34aee4e1cbda	1	34aee4e1cbda	2	1	E0138	1	E0138
35bbec47e33d	7	528,522,3,9	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	535af5f8d015	Y	b40511323afd	N	73d24df9e157	35bbec47e33d	2	35bbec47e33d	1	35bbec47e33d	2	1	E0139	1	E0139
36706f4e334b	7	72,72,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	83f2a26fb1ab	Y	20dfd634c39d	N	087d17ed7a36	36706f4e334b	2	36706f4e334b	1	36706f4e334b	2	16	E0140	16	E0140
37003398a949	7	522,516,3,9	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	42447316c4f1	Y	a44979d58ad3	N	0e37f34fd908	37003398a949	2	37003398a949	1	37003398a949	2	1	E0141	1	E0141
374c09e1b5b9	7	150,150,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	eb52f3b0f67b	Y	94091abb441a	N	b4efa7448106	374c09e1b5b9	2	374c09e1b5b9	1	374c09e1b5b9	2	8	E0142	8	E0142
37cc3a8e114c	7	132,132,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	52066a3cc9fc	Y	68659e3421df	N	3461bb5fa4e9	37cc3a8e114c	2	37cc3a8e114c	1	37cc3a8e114c	2	8	E0143	8	E0143
3830c1bb282a	7	84,84,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	e6a2ec270f5f	Y	e55a28cc9161	N	0e6ecb53511a	3830c1bb282a	2	3830c1bb282a	1	3830c1bb282a	2	4	E0144	4	E0144
3848d784e880	7	132,132,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	b3e25e414908	Y	6631c0739124	N	3c7cfe70e93c	3848d784e880	2	3848d784e880	1	3848d784e880	2	8	E0145	8	E0145
38fa2979bd03	7	72,72,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=4	3f6f5c94d76e	Y	deb370b376d2	N	0269a8fa6b52	38fa2979bd03	2	38fa2979bd03	1	38fa2979bd03	2	8	E0146	8	E0146
3928acbccbec	7	156,156,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	1e95aaf59d36	Y	13f6c2effda5	Y	4eb2562f0637	1e95aaf59d36	2	13f6c2effda5	2	13f6c2effda5	4	2	E0052	2	E0052
396fe6d979c3	7	72,72,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=7	c8cd712ae7b0	Y	ef610343005a	N	2806ea7188e5	396fe6d979c3	2	396fe6d979c3	1	396fe6d979c3	2	8	E0147	8	E0147
398028eae919	7	48,48,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=15	a805ea3de51d	Y	e81502c52673	N	2dd037490bab	398028eae919	2	398028eae919	1	398028eae919	2	20	E0148	20	E0148
399155bb1069	7	156,156,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	e102740b5841	Y	b63310b11815	Y	5a8c41d2ff5e	399155bb1069	2	399155bb1069	2	399155bb1069	4	2	E0149	2	E0149
399bec1eb082	7	96,96,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	f6d440e96d8c	Y	3e6211364c35	N	eaf224744e02	399bec1eb082	2	399bec1eb082	1	399bec1eb082	2	4	E0150	4	E0150
39a60f60d325	7	108,108,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=2	c46ad2463388	Y	95415ff344bb	Y	60748cf01c32	39a60f60d325	2	39a60f60d325	2	39a60f60d325	4	8	E0151	8	E0151
39b993f37fda	7	96,96,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=2	8439efc11368	Y	aa658e787b4f	N	7990d0013e38	39b993f37fda	2	39b993f37fda	1	39b993f37fda	2	4	E0152	4	E0152
39ea17aa2020	7	150,150,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	8480c2d421f7	Y	7df952873676	N	828279114de0	39ea17aa2020	2	39ea17aa2020	1	39ea17aa2020	2	8	E0153	8	E0153
39fe21f51977	7	186,186,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=2	c50b4b5b313f	Y	0e3d7c884826	N	9c3499c67846	39fe21f51977	2	39fe21f51977	1	39fe21f51977	2	4	E0154	4	E0154
3a101202e00b	7	132,132,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=2	af8282bcbcba	Y	d1a0033e1269	Y	f64e9f0a8b15	3a101202e00b	2	3a101202e00b	2	3a101202e00b	4	4	E0155	4	E0155
3a296520ca00	7	132,132,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=2	53ccd5171863	Y	ec8aeb81c478	Y	9e9d1fddba16	3a296520ca00	2	3a296520ca00	2	3a296520ca00	4	4	E0156	4	E0156
3a3b52457923	7	48,48,0,0	rules_n7_a256.tsv,rules_n7_a4840_gen2.tsv	rules_n7_a256.tsv=1,rules_n7_a4840_gen2.tsv=4	0d491f159886	Y	3a3b52457923	Y	0d491f159886	0d491f159886	2	3a3b52457923	1	0d491f159886	2	20	E0036	20	E0036
3a42d71f01c6	7	96,96,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=2	1bba2e07446c	Y	1548d4e0ec17	N	6b015a2a1eac	1bba2e07446c	2	3a42d71f01c6	1	1bba2e07446c	2	4	E0075	4	E0075
3a87ef2485a8	7	84,84,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=2	0dcc7a5a1ff7	Y	5490c8a3307f	N	533b82e95448	0dcc7a5a1ff7	2	3a87ef2485a8	1	0dcc7a5a1ff7	2	4	E0037	4	E0037
3a9ca4131cc4	7	48,48,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	b9d178e37207	Y	6f671e554748	N	dbe37ea1adb5	3a9ca4131cc4	2	3a9ca4131cc4	1	3a9ca4131cc4	2	4	E0157	4	E0157
3ab705716374	7	156,156,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	2a00cff26db3	Y	c600828cb5e3	Y	fc915925a29e	2a00cff26db3	2	3ab705716374	2	2a00cff26db3	4	2	E0116	2	E0116
3b4fcdbf4387	7	156,156,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	5466fc6ea07e	Y	05ae19017d4c	Y	d16acee52433	3b4fcdbf4387	2	05ae19017d4c	2	05ae19017d4c	4	2	E0015	2	E0015
3b998b76d7fd	7	72,72,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	d6df25eea20b	Y	aca056ea4c48	Y	bf52ef05ab91	3b998b76d7fd	2	3b998b76d7fd	2	3b998b76d7fd	4	4	E0158	4	E0158
3c4631c5867a	7	72,72,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=2	e1065cfc01db	Y	27e85a76f8d8	N	3b39eae7f56d	3c4631c5867a	2	3c4631c5867a	1	3c4631c5867a	2	8	E0159	8	E0159
3c7f124adbf2	7	168,168,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	fa9996b118a5	Y	5b86d9d66678	N	99acf7a8aea8	3c7f124adbf2	2	3c7f124adbf2	1	3c7f124adbf2	2	8	E0160	8	E0160
3cebc7fa9384	7	270,270,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	ea8249f11315	Y	2dfe41ef2c2e	N	c0022cc65134	3cebc7fa9384	2	3cebc7fa9384	1	3cebc7fa9384	2	1	E0161	1	E0161
3d18e34840c5	7	198,198,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	5f89beb942b2	Y	f5d09d08c428	N	d7a33f148280	3d18e34840c5	2	3d18e34840c5	1	3d18e34840c5	2	4	E0162	4	E0162
3de03af84253	7	324,324,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	8d068195f573	Y	c6f21fed3d34	N	f70cb2fd6eed	3de03af84253	2	3de03af84253	1	3de03af84253	2	1	E0163	1	E0163
3e71ef327a14	7	318,318,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	a55d3fe6780d	Y	fda7a3749489	N	9afc78173011	3e71ef327a14	2	3e71ef327a14	1	3e71ef327a14	2	1	E0164	1	E0164
3ec33775c7bd	7	174,174,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=2	09d23aa6b91a	Y	fde10d5c7d66	N	7feb1d8f6606	09d23aa6b91a	2	3ec33775c7bd	1	09d23aa6b91a	2	8	E0026	8	E0026
3f4b1bcb6fa8	7	36,36,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=3	e3da64e6da9b	Y	151c9d94814a	Y	5166d6e62e75	3f4b1bcb6fa8	2	151c9d94814a	2	151c9d94814a	4	8	E0057	8	E0057
3f5aa66e7f8b	7	60,60,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=2	7762bf9a1f83	Y	3f5aa66e7f8b	Y	7762bf9a1f83	3f5aa66e7f8b	2	3f5aa66e7f8b	1	3f5aa66e7f8b	2	3	E0165	3	E0165
3f6f5c94d76e	7	72,72,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=4	38fa2979bd03	Y	0269a8fa6b52	N	deb370b376d2	38fa2979bd03	2	3f6f5c94d76e	1	38fa2979bd03	2	8	E0146	8	E0146
3fec56d50447	7	156,156,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	ce6c866f9d29	Y	b83b30ee08ce	Y	801e28b3acb6	3fec56d50447	2	3fec56d50447	2	3fec56d50447	4	2	E0166	2	E0166
3feefa303e8d	7	96,96,0,0	rules_n7_a4840_gen2.tsv	rules_n7_a4840_gen2.tsv=1	f2e392111776	Y	bde7c041799d	N	e84f4ed9e753	3feefa303e8d	2	3feefa303e8d	1	3feefa303e8d	2	4	E0167	4	E0167
4004c6042131	7	48,48,0,0	rules_n7_s48_covertwin.tsv	rules_n7_s48_covertwin.tsv=1	9233133e9c39	Y	9233133e9c39	Y	4004c6042131	4004c6042131	2	4004c6042131	2	4004c6042131	2	1	E0397	1	E0397
400f540f4bc2	7	204,204,0,0	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	438b84033bfa	Y	add5eade04f8	N	12361d714019	400f540f4bc2	2	400f540f4bc2	1	400f540f4bc2	2	2	E0168	2	E0168
40511750d713	7	420,426,9,3	rules_n7_a4840_band200.tsv	rules_n7_a4840_band200.tsv=1	34aee4e1cbda	Y	40511750d713	Y	34aee4e1cbda	34aee4e1cbda	2	40511750d713	1	34aee4e1cbda	2	1	E0138	1	E0138
