rule_id	n	ents_out	ents_in	doors_out	doors_in	n_pairs	sigs	example_pair
319eaa67d21f	7		1234567	6712345>2345617,6751234>1234576	6751234>1234567	4	-	S53A-fwd
9897c012c13e	7	1234567		6751234>1234567	6712345>2345617,6751234>1234576	4	-	S53A-rev
541528918ea6	7	1234567,6234517	2345176	7623451>3451726	7162345>2345617,7612345>2345176	8	-	S53B-rev
86cb0ce89be9	7	1234567	5123476,7123456	6571234>1234756,6751234>1234567	6712345>2345617	8	-	S53B-fwd
