canon_sha256	class_file
9f233e21883bc1deef6eee1bdfeb4eb4bbf7123588209ccc5bf4b94f2be44cda	5906.kristan-v0004.txt
df2adfa160ece7be7c7d22143f824a6d4ab41b8c0feae3a1aa859b575a4b5608	5906.kristan-v0005.txt
